,formatted_address,name,rating,user_ratings_total,geometry.location.lat,geometry.location.lng,Street,commune,country,store_name,communes
136,"Lindenplatz 1, 8408 Winterthur, Switzerland",Migros Supermarkt,4.0,172.0,47.51071,8.6938857,Lindenplatz 1, 8408 Winterthur, Switzerland,migro,winterthur
137,"Wülflingerstrasse 271, 8408 Winterthur, Switzerland",Coop Supermarkt Winterthur Wülflingen,4.3,557.0,47.510287,8.6917027,Wülflingerstrasse 271, 8408 Winterthur, Switzerland,coop,winterthur
138,"u. Vogelsangstrasse 4, 8400 Winterthur, Switzerland",foodcoop winterthur,5.0,1.0,47.4979011,8.7225814,u. Vogelsangstrasse 4, 8400 Winterthur, Switzerland,coop,winterthur
139,"Bahnhofpl. 9, 8400 Winterthur, Switzerland",Coop to go Unterführung Nord,2.0,3.0,47.5008321,8.7242771,Bahnhofpl. 9, 8400 Winterthur, Switzerland,coop,winterthur
140,"Bahnhofpl. 3, 8400 Winterthur, Switzerland",Coop Supermarkt City Winterthur Food,1.7,3.0,47.4993784,8.7235009,Bahnhofpl. 3, 8400 Winterthur, Switzerland,coop,winterthur
141,"Wülflingerstrasse 393A, 8408 Winterthur, Switzerland",Migrolino Winterthur Wülflingen,4.2,48.0,47.51578019999999,8.6800617,Wülflingerstrasse 393A, 8408 Winterthur, Switzerland,migro,winterthur
142,"Diessenhoferstrasse 4, 8466 Trüllikon, Switzerland",Volg Trüllikon,4.6,52.0,47.6378658,8.6931946,Diessenhoferstrasse 4, 8466 Trüllikon, Switzerland,volg,trüllikon
143,"Oberdorfstrasse 1, 8478 Thalheim an der Thur, Switzerland",Volg Thalheim,4.2,35.0,47.578193,8.754384,Oberdorfstrasse 1, 8478 Thalheim an der Thur, Switzerland,volg,dorf
144,"Klettgauerstrasse 45, 8212 Neuhausen am Rheinfall, Switzerland",SPAR express Neuhausen,4.4,44.0,47.6841735,8.6120505,Klettgauerstrasse 45, 8212 Neuhausen am Rheinfall, Switzerland,spar,neuhausen am rheinfall
145,"Zur Stahlgiesserei 14a, 8200 Schaffhausen, Switzerland",SPAR Supermarkt SH Stahlgiesserei,4.9,8.0,47.7050698,8.630932,Zur Stahlgiesserei 14a, 8200 Schaffhausen, Switzerland,spar,schaffhausen
146,"Frauenfelderstrasse 67, 8252 Schlatt, Switzerland",Volg Schlatt,4.5,62.0,47.6619789,8.703016900000001,Frauenfelderstrasse 67, 8252 Schlatt, Switzerland,volg,frauenfeld
147,"Dorfstrasse 58, 8468 Waltalingen, Switzerland",Volg & Postagentur Guntalingen,4.9,16.0,47.6353369,8.7712114,Dorfstrasse 58, 8468 Waltalingen, Switzerland,volg,dorf
148,"Kellhofstrasse 1A, 8476 Unterstammheim, Switzerland",Volg Unterstammheim,4.4,40.0,47.6394338,8.7901932,Kellhofstrasse 1A, 8476 Unterstammheim, Switzerland,volg,stammheim
149,"Breite 524, 5112 Thalheim, Switzerland",Volg Laden Thalheim,4.8,18.0,47.4381811,8.103842199999999,Breite 524, 5112 Thalheim, Switzerland,volg,thal
150,"Guggenbühlstrasse 6, 8404 Winterthur, Switzerland",ALDI SUISSE,4.3,18.0,47.5109807,8.7592526,Guggenbühlstrasse 6, 8404 Winterthur, Switzerland,aldi,winterthur
151,"Sulzerallee 54, 8404 Winterthur, Switzerland",Migros-Supermarkt - teo Neuhegi,5.0,20.0,47.5021268,8.7632312,Sulzerallee 54, 8404 Winterthur, Switzerland,migro,winterthur
152,"Sulz CH, Stationsstrasse 32, 8545 Rickenbach, Switzerland",Volg Sulz,4.6,152.0,47.5408284,8.7880361,Sulz CH, Stationsstrasse 32, 8545 Rickenbach,volg,
153,"Hauptstrasse 13, 8526 Oberneunforn, Switzerland",Volg Laden Oberneunforn,4.3,25.0,47.6061963,8.767927300000002,Hauptstrasse 13, 8526 Oberneunforn, Switzerland,volg,bern
154,"Kaltenbacherstrasse 32, 8260 Stein am Rhein, Switzerland",Coop Supermarkt Stein am Rhein,4.2,306.0,47.6530618,8.853229899999999,Kaltenbacherstrasse 32, 8260 Stein am Rhein, Switzerland,coop,stein am rhein
155,"Platanenweg 2, 8548 Ellikon an der Thur, Switzerland",Volg,4.5,35.0,47.5632453,8.8241516,Platanenweg 2, 8548 Ellikon an der Thur, Switzerland,volg,ellikon an der thur
156,"Schwarzhorngass 3, 8260 Stein am Rhein, Switzerland",Volg,3.8,18.0,47.6594353,8.8587065,Schwarzhorngass 3, 8260 Stein am Rhein, Switzerland,volg,stein am rhein
157,"Hauptstrasse 29, 8546 Gachnang, Switzerland",Volg,4.3,71.0,47.5457895,8.842143,Hauptstrasse 29, 8546 Gachnang, Switzerland,volg,gachnang
158,"Landstrasse 1, 8471 Oberwil (Dägerlen, Switzerland",Bege-Spargeln Hofladen,5.0,1.0,47.5719834,8.7165533,Landstrasse 1, 8471 Oberwil (Dägerlen, Switzerland,spar,dägerlen
159,"Grabenstrasse 6, 8184 Bachenbülach, Switzerland",Coop Supermarkt Bachenbülach Provisorium,4.3,1009.0,47.5058927,8.541820099999999,Grabenstrasse 6, 8184 Bachenbülach, Switzerland,coop,bachenbülach
160,"Grabenstrasse 5, 8184 Bachenbülach, Switzerland",ALDI SUISSE,4.1,404.0,47.5053705,8.5404533,Grabenstrasse 5, 8184 Bachenbülach, Switzerland,aldi,bachenbülach
161,"Feldstrasse 89, 8180 Bülach, Switzerland",Lidl Schweiz,4.1,243.0,47.50932,8.54092,Feldstrasse 89, 8180 Bülach, Switzerland,lidl,bülach
162,"Feldstrasse 85, 8180 Bülach, Switzerland",Migros Supermarkt,4.3,648.0,47.5094771,8.5400268,Feldstrasse 85, 8180 Bülach, Switzerland,migro,bülach
163,"Zürichstrasse 57, 8180 Bülach, Switzerland",migrolino Bülach,4.2,164.0,47.5114707,8.5443906,Zürichstrasse 57, 8180 Bülach, Switzerland,migro,bülach
164,"Feldstrasse 85 Center Bülach Süd, 8180 Bülach, Switzerland",Denner Discount,3.8,33.0,47.50962149999999,8.539253,Feldstrasse 85 Center Bülach Süd, 8180 Bülach, Switzerland,denner,bülach
165,"Marktgasse 24, 8180 Bülach, Switzerland",Volg Bülach Marktgasse,4.5,83.0,47.5176547,8.5408769,Marktgasse 24, 8180 Bülach, Switzerland,volg,bülach
166,"Sonnenhof, Bahnhofstrasse 28 Einkaufszentrum, Bahnhofstrasse 28, 8180 Bülach, Switzerland",Denner Discount,4.0,105.0,47.5210629,8.540381,Sonnenhof, Bahnhofstrasse 28 Einkaufszentrum, Bahnhofstrasse 28,denner,bülach
167,"Breitistrasse 32, 8303 Bassersdorf, Switzerland",Coop Supermarkt Bassersdorf,4.0,291.0,47.44264949999999,8.6309054,Breitistrasse 32, 8303 Bassersdorf, Switzerland,coop,dorf
168,"Baltenswilerstrasse 5, 8303 Bassersdorf, Switzerland",Migros Supermarkt,4.3,397.0,47.44250539999999,8.6293878,Baltenswilerstrasse 5, 8303 Bassersdorf, Switzerland,migro,dorf
169,"Klotenerstrasse 26, 8303 Bassersdorf, Switzerland",Denner Discount,4.2,212.0,47.4442234,8.6264752,Klotenerstrasse 26, 8303 Bassersdorf, Switzerland,denner,dorf
170,"Lindauerstrasse 2, 8309 Nürensdorf, Switzerland",Volg Nürensdorf,4.1,113.0,47.44662140000001,8.6490647,Lindauerstrasse 2, 8309 Nürensdorf, Switzerland,volg,dorf
171,"Brüttenerstrasse 1, 8309 Nürensdorf, Switzerland",Volg Oberwil,4.0,32.0,47.4641773,8.6397522,Brüttenerstrasse 1, 8309 Nürensdorf, Switzerland,volg,dorf
172,"Breitistrasse 24, 8302 Kloten, Switzerland",SPAR Supermarkt Kloten Breitistrasse,4.1,260.0,47.447722,8.584222,Breitistrasse 24, 8302 Kloten, Switzerland,spar,kloten
173,"Schaffhauserstrasse 134, 8152 Opfikon, Switzerland",ALDI,4.3,623.0,47.4388341,8.572387899999999,Schaffhauserstrasse 134, 8152 Opfikon, Switzerland,aldi,opfikon
174,"Schaffhauserstrasse 124, 8152 Opfikon, Switzerland",Coop Supermarkt Glattbrugg,4.2,338.0,47.434406,8.5669088,Schaffhauserstrasse 124, 8152 Opfikon, Switzerland,coop,opfikon
175,"Schaffhauserstrasse 165, 8302 Kloten, Switzerland",Lidl,4.1,828.0,47.45470330000001,8.579192899999999,Schaffhauserstrasse 165, 8302 Kloten, Switzerland,lidl,kloten
176,"Märtpl. 5, 8307 Illnau-Effretikon, Switzerland",Denner Discount,4.1,69.0,47.42833479999999,8.6856419,Märtpl. 5, 8307 Illnau-Effretikon, Switzerland,denner,illnau-effretikon
177,"Schaffhauserstrasse 146, 8302 Kloten, Switzerland",Coop Supermarkt Kloten Center,3.9,200.0,47.45316160000001,8.5810155,Schaffhauserstrasse 146, 8302 Kloten, Switzerland,coop,kloten
178,"Schaffhauserstrasse 60, 8302 Kloten, Switzerland",SPAR Supermarkt Kloten Bramen,4.0,149.0,47.44412,8.578883,Schaffhauserstrasse 60, 8302 Kloten, Switzerland,spar,kloten
179,"Riedenerstrasse 81, 8304 Wallisellen, Switzerland",Volg Rieden,3.9,51.0,47.4187713,8.5981279,Riedenerstrasse 81, 8304 Wallisellen, Switzerland,volg,wallisellen
180,"Schaffhauserstrasse 126, 8302 Kloten, Switzerland",Denner Express,4.4,106.0,47.451131,8.5818313,Schaffhauserstrasse 126, 8302 Kloten, Switzerland,denner,kloten
181,"Glasistrasse 4, 8180 Bülach, Switzerland",Denner Discount,5.0,2.0,47.526311,8.535416699999999,Glasistrasse 4, 8180 Bülach, Switzerland,denner,bülach
182,"Bahnhofstrasse 41, 8305 Dietlikon, Switzerland",Coop Supermarkt Dietlikon Bahnhofstrasse,4.2,161.0,47.421899,8.6186747,Bahnhofstrasse 41, 8305 Dietlikon, Switzerland,coop,dietlikon
183,"Industriestrasse 28, 8305 Dietlikon, Switzerland",Coop Supermarkt Dietlikon Center,4.4,1580.0,47.4132653,8.6189685,Industriestrasse 28, 8305 Dietlikon, Switzerland,coop,dietlikon
184,"Bahnhofstrasse 42, 8305 Dietlikon, Switzerland",SPAR Supermarkt Dietlikon,4.3,89.0,47.42318119999999,8.6186765,Bahnhofstrasse 42, 8305 Dietlikon, Switzerland,spar,dietlikon
185,"Industriestrasse 31, 8305 Dietlikon, Switzerland",ALDI,4.1,376.0,47.4122774,8.619218199999999,Industriestrasse 31, 8305 Dietlikon, Switzerland,aldi,dietlikon
186,"Pappelstrasse 2, 8305 Dietlikon, Switzerland",Migros Supermarkt,4.2,211.0,47.419151,8.621642,Pappelstrasse 2, 8305 Dietlikon, Switzerland,migro,dietlikon
187,"Neue Winterthurerstrasse 15, 8305 Dietlikon, Switzerland",migrolino Dietlikon,4.2,5.0,47.4148809,8.6201732,Neue Winterthurerstrasse 15, 8305 Dietlikon, Switzerland,migro,dietlikon
188,"Neue Winterthurerstrasse 2, 8304 Wallisellen, Switzerland",Lidl,4.1,680.0,47.41237719999999,8.613654499999999,Neue Winterthurerstrasse 2, 8304 Wallisellen, Switzerland,lidl,wallisellen
189,"Erlenweg 1, 8305 Dietlikon, Switzerland",Coop Pronto Shop mit Tankstelle Dietlikon,4.3,150.0,47.4128213,8.616909399999999,Erlenweg 1, 8305 Dietlikon, Switzerland,coop,dietlikon
190,"Bahnhofpl. 2, 8304 Wallisellen, Switzerland",Coop Supermarkt Wallisellen Bahnhofplatz,4.1,594.0,47.4130775,8.592942599999999,Bahnhofpl. 2, 8304 Wallisellen, Switzerland,coop,wallisellen
191,"Bahnhofstrasse 30, 8304 Wallisellen, Switzerland",Migros Supermarkt,4.0,208.0,47.4135911,8.5918598,Bahnhofstrasse 30, 8304 Wallisellen, Switzerland,migro,wallisellen
192,"Neue Winterthurerstrasse 99, 8304 Wallisellen, Switzerland",Migros,4.4,1009.0,47.4086459,8.595885599999999,Neue Winterthurerstrasse 99, 8304 Wallisellen, Switzerland,migro,wallisellen
193,"Neue Winterthurerstrasse 82, 8304 Wallisellen, Switzerland",Coop Supermarkt Wallisellen Richti-Shopping,4.1,101.0,47.409487,8.5962256,Neue Winterthurerstrasse 82, 8304 Wallisellen, Switzerland,coop,wallisellen
194,"Bauelenzelgstrasse 16, 8193 Eglisau, Switzerland",Migros Supermarkt,4.4,447.0,47.5803377,8.5130167,Bauelenzelgstrasse 16, 8193 Eglisau, Switzerland,migro,eglisau
195,"Einkaufszentrum, Sandgruebstrasse 1, 8193 Eglisau, Switzerland",Denner Discount,4.2,155.0,47.56840620000001,8.5232649,Einkaufszentrum, Sandgruebstrasse 1, 8193 Eglisau,denner,eglisau
196,"Bauelenzelgstrasse 16, 8193 Eglisau, Switzerland",Denner Discount,4.3,63.0,47.5803377,8.5130167,Bauelenzelgstrasse 16, 8193 Eglisau, Switzerland,denner,eglisau
197,"Bauelenzelgstrasse 8, 8194 Hüntwangen, Switzerland",Coop Supermarkt Hüntwangen,4.2,265.0,47.5819202,8.5141853,Bauelenzelgstrasse 8, 8194 Hüntwangen, Switzerland,coop,hüntwangen
198,"Sandgruebstrasse 1, 8193 Eglisau, Switzerland",Outlet Migros,3.9,298.0,47.5685705,8.523340800000001,Sandgruebstrasse 1, 8193 Eglisau, Switzerland,migro,eglisau
199,"Emmerstrasse 12, 8192 Glattfelden, Switzerland",Coop Supermarkt Glattfelden,4.1,248.0,47.55682849999999,8.5027777,Emmerstrasse 12, 8192 Glattfelden, Switzerland,coop,glattfelden
200,"Dorfstrasse 29, 8194 Hüntwangen, Switzerland",Volg Hüntwangen,4.3,23.0,47.5946094,8.494253,Dorfstrasse 29, 8194 Hüntwangen, Switzerland,volg,dorf
201,"Dorfstrasse 1, 8424 Embrach, Switzerland",Volg Embrach,4.1,56.0,47.501842,8.5947559,Dorfstrasse 1, 8424 Embrach, Switzerland,volg,dorf
202,"Dorfstrasse 147, 8424 Embrach, Switzerland",Denner Discount,4.1,228.0,47.5125,8.593397999999999,Dorfstrasse 147, 8424 Embrach, Switzerland,denner,dorf
203,"Hardhofstrasse 9, 8424 Embrach, Switzerland",Denner Discount,3.5,4.0,47.51814,8.59442,Hardhofstrasse 9, 8424 Embrach, Switzerland,denner,embrach
204,"Industriestrasse 2, 8424 Embrach, Switzerland",Coop Pronto Shop mit Tankstelle Embrach,4.2,294.0,47.5173448,8.594213,Industriestrasse 2, 8424 Embrach, Switzerland,coop,embrach
205,"Eigentalstrasse 8, 8425 Oberembrach, Switzerland",Volg,4.6,43.0,47.4869957,8.6187553,Eigentalstrasse 8, 8425 Oberembrach, Switzerland,volg,embrach
206,"Stadlerstrasse 7, 8182 Hochfelden, Switzerland",Volg Hochfelden,4.4,63.0,47.5232633,8.5154651,Stadlerstrasse 7, 8182 Hochfelden, Switzerland,volg,hochfelden
207,"Sägereistrasse 2, 8172 Niederglatt, Switzerland",Coop Supermarkt Niederglatt,4.1,216.0,47.4913766,8.5038672,Sägereistrasse 2, 8172 Niederglatt, Switzerland,coop,niederglatt
208,"Zürcherstrasse 5, 8174 Stadel, Switzerland",Volg Stadel bei Niederglatt,4.6,87.0,47.5282777,8.466622,Zürcherstrasse 5, 8174 Stadel, Switzerland,volg,stadel
209,"Stadlerstrasse 4, 8187 Weiach, Switzerland",Volg,4.4,59.0,47.557312,8.4359512,Stadlerstrasse 4, 8187 Weiach, Switzerland,volg,weiach
210,"Zürcherstrasse 17, 8173 Neerach, Switzerland",Volg Neerach,4.7,26.0,47.51159759999999,8.4774765,Zürcherstrasse 17, 8173 Neerach, Switzerland,volg,neerach
211,"Vorwiesenstrasse 173, 8195 Wasterkingen, Switzerland",Volg Wasterkingen,4.7,15.0,47.589958,8.4693022,Vorwiesenstrasse 173, 8195 Wasterkingen, Switzerland,volg,wasterkingen
212,"Hauptstrasse 33, 8224 Löhningen, Switzerland",Volg,0.0,0.0,47.7011757,8.5528097,Hauptstrasse 33, 8224 Löhningen, Switzerland,volg,löhningen
213,"Bahnhofstrasse 6, 8302 Kloten, Switzerland",ALDI SUISSE,4.4,61.0,47.448978,8.582613,Bahnhofstrasse 6, 8302 Kloten, Switzerland,aldi,kloten
214,"Airport Shopping, Airport Shopping, 8302 Kloten, Switzerland",Coop Pronto Zürich Flughafen,4.0,78.0,47.4502747,8.562389099999999,Airport Shopping, Airport Shopping, 8302 Kloten,coop,kloten
215,"Kirchgasse 5, 8302 Kloten, Switzerland",Migros Supermarkt,4.3,692.0,47.4505529,8.582078899999999,Kirchgasse 5, 8302 Kloten, Switzerland,migro,kloten
216,"Dorfstrasse 16, 8302 Kloten, Switzerland",Denner Discount,4.3,247.0,47.452987,8.582771000000001,Dorfstrasse 16, 8302 Kloten, Switzerland,denner,dorf
217,"Airport Center, Prime Center 1, 8060 Zürich, Switzerland",Coop Supermarkt Zürich Airport Shopping,4.3,81.0,47.4521252,8.5630278,Airport Center, Prime Center 1, 8060 Zürich,coop,zürich
218,"Bassersdorferstrasse 113, 8302 Kloten, Switzerland",Coop Pronto Shop mit Tankstelle Kloten,4.3,403.0,47.4504336,8.597076699999999,Bassersdorferstrasse 113, 8302 Kloten, Switzerland,coop,dorf
219,"Lägernstrasse 6, 8154 Oberglatt, Switzerland",Migros Supermarkt,4.5,33.0,47.47555999999999,8.507587,Lägernstrasse 6, 8154 Oberglatt, Switzerland,migro,oberglatt
220,"Zürcherstrasse 23, 8317 Tagelswangen, Switzerland",Volg,4.1,78.0,47.4312172,8.6741791,Zürcherstrasse 23, 8317 Tagelswangen, Switzerland,volg,
221,"Ziegeleipl. 2, 8406 Dättnau, Switzerland",Migros Supermarkt,4.5,38.0,47.4773023,8.6993628,Ziegeleipl. 2, 8406 Dättnau, Switzerland,migro,
222,"Haldenstrasse 10, 8307 Illnau-Effretikon, Switzerland",Coop Supermarkt Effretikon Effimärt,3.9,140.0,47.4281136,8.6849058,Haldenstrasse 10, 8307 Illnau-Effretikon, Switzerland,coop,illnau-effretikon
223,"Ziegeleipl. 2, 8406 Winterthur, Switzerland",Denner Bibite,4.3,18.0,47.4773242,8.6994004,Ziegeleipl. 2, 8406 Winterthur, Switzerland,denner,winterthur
224,"8406 Winterthur, Switzerland",Coop,0.0,0.0,47.4828151,8.7027907,8406 Winterthur, Switzerland,,coop,winterthur
225,"Talackerstrasse 68, 8152 Opfikon, Switzerland",Coop Supermarkt Opfikon,4.2,144.0,47.4284888,8.563879499999999,Talackerstrasse 68, 8152 Opfikon, Switzerland,coop,opfikon
226,"Europa-Strasse 4, 8152 Opfikon, Switzerland",Coop Supermarkt Glattbrugg Bahnhof,4.1,279.0,47.4306755,8.5600106,Europa-Strasse 4, 8152 Opfikon, Switzerland,coop,opfikon
227,"Thurgauerstrasse 106, 8152 Opfikon, Switzerland",Migros Supermarkt,4.2,407.0,47.4210946,8.5577823,Thurgauerstrasse 106, 8152 Opfikon, Switzerland,migro,opfikon
228,"Bahnhofpl. 8a, 8152 Opfikon, Switzerland",Denner Express,4.8,18.0,47.4301842,8.5598768,Bahnhofpl. 8a, 8152 Opfikon, Switzerland,denner,opfikon
229,"Europa-Strasse 3, 8152 Opfikon, Switzerland",migrolino fresh Glattbrugg,3.9,104.0,47.4308194,8.5595076,Europa-Strasse 3, 8152 Opfikon, Switzerland,migro,opfikon
230,"Boulevard Lilienthal 20, 8152 Opfikon, Switzerland",Coop Supermarkt Opfikon Lindbergh-Allee,4.2,422.0,47.423753,8.5618938,Boulevard Lilienthal 20, 8152 Opfikon, Switzerland,coop,opfikon
231,"Schaffhauserstrasse 101, 8152 Opfikon, Switzerland",migrolino Glattbrugg,2.7,21.0,47.4330262,8.5646376,Schaffhauserstrasse 101, 8152 Opfikon, Switzerland,migro,opfikon
232,"Wallisellerstrasse 8, 8152 Opfikon, Switzerland",Migros Supermarkt,4.1,420.0,47.4342441,8.567730599999999,Wallisellerstrasse 8, 8152 Opfikon, Switzerland,migro,opfikon
233,"Hagenholzstrasse 119, 8152 Kreis 11, Switzerland",migrolino Opfikon,3.8,36.0,47.4161299,8.5637594,Hagenholzstrasse 119, 8152 Kreis 11, Switzerland,migro,
234,"Wallisellerstrasse 114/116, 8152 Opfikon, Switzerland",Denner Partner,4.4,190.0,47.428244,8.573966,Wallisellerstrasse 114/116, 8152 Opfikon, Switzerland,denner,opfikon
235,"Thurgauerstrasse 106, 8152 Opfikon, Switzerland",Denner Discount,4.1,79.0,47.4211328,8.557648,Thurgauerstrasse 106, 8152 Opfikon, Switzerland,denner,opfikon
236,"Schaffhauserstrasse 141, 8152 Opfikon, Switzerland",Denner Discount,4.2,228.0,47.436237,8.568358,Schaffhauserstrasse 141, 8152 Opfikon, Switzerland,denner,opfikon
237,"Hagenholzstrasse 119, 8152 Kreis 11, Switzerland",migrolino-Shop,4.1,77.0,47.4160659,8.5638079,Hagenholzstrasse 119, 8152 Kreis 11, Switzerland,migro,
238,"Thurgauerstrasse 100, 8052 Zürich, Switzerland",migrolino Zürich Thurgauerstrasse,4.4,64.0,47.41975859999999,8.556296399999999,Thurgauerstrasse 100, 8052 Zürich, Switzerland,migro,zürich
239,"Seebnerstrasse 14, 8185 Winkel, Switzerland",Volg Winkel,4.3,74.0,47.4922054,8.5521072,Seebnerstrasse 14, 8185 Winkel, Switzerland,volg,winkel
240,"Zwirnereistrasse 7/9, 8304 Wallisellen, Switzerland",ALDI SUISSE AG,4.4,260.0,47.4045817,8.6026745,Zwirnereistrasse 7/9, 8304 Wallisellen, Switzerland,aldi,wallisellen
241,"Schäfligrabenstrasse 45, 8304 Wallisellen, Switzerland",VOI Migros-Partner Wallisellen,4.7,65.0,47.41974889999999,8.5974481,Schäfligrabenstrasse 45, 8304 Wallisellen, Switzerland,migro,wallisellen
242,"Husacherstrasse 2, 8304 Wallisellen, Switzerland",migrolino Wallisellen,4.2,131.0,47.4081735,8.601903,Husacherstrasse 2, 8304 Wallisellen, Switzerland,migro,wallisellen
243,"Neue Winterthurerstrasse 99, 8304 Wallisellen, Switzerland",Denner Discount,4.3,128.0,47.4078875,8.5965549,Neue Winterthurerstrasse 99, 8304 Wallisellen, Switzerland,denner,wallisellen
244,"Bahnhofstrasse 9, 8304 Wallisellen, Switzerland",Denner Discount,4.3,179.0,47.41438369999999,8.5910438,Bahnhofstrasse 9, 8304 Wallisellen, Switzerland,denner,wallisellen
245,"Ueberlandstrasse 441, 8051 Zürich, Switzerland",ALDI SUISSE,4.1,447.0,47.4058514,8.5921951,Ueberlandstrasse 441, 8051 Zürich, Switzerland,aldi,zürich
246,"Ueberlandstrasse 381, 8051 Zürich, Switzerland",Lidl,4.1,576.0,47.4078526,8.585158,Ueberlandstrasse 381, 8051 Zürich, Switzerland,lidl,zürich
247,"Neugutstrasse 83, 8600 Dübendorf, Switzerland",Migros Supermarkt,4.2,259.0,47.4010574,8.6037879,Neugutstrasse 83, 8600 Dübendorf, Switzerland,migro,dorf
248,"Hinterlangenstallstrasse 2, 8217 Wilchingen, Switzerland",Volg Wilchingen,4.4,68.0,47.6691055,8.463896799999999,Hinterlangenstallstrasse 2, 8217 Wilchingen, Switzerland,volg,wilchingen
249,"Im Chloster 2, 8214 Gächlingen, Switzerland",Volg,4.4,36.0,47.7019362,8.497789,Im Chloster 2, 8214 Gächlingen, Switzerland,volg,gächlingen
250,"Hauptstrasse 56, 8215 Hallau, Switzerland",Coop Supermarkt Hallau,4.2,111.0,47.6978269,8.4605043,Hauptstrasse 56, 8215 Hallau, Switzerland,coop,hallau
251,"Obere Bahnhofstrasse 39, 9500 Wil, Switzerland",Coop Supermarkt Wil Stadtmarkt,4.2,630.0,47.4646192,9.045373,Obere Bahnhofstrasse 39, 9500 Wil, Switzerland,coop,
252,"Meierwiesenstrasse 20, 8107 Buchs, Switzerland",VOI Migros-Partner Buchs ZH,4.2,249.0,47.4562322,8.4399334,Meierwiesenstrasse 20, 8107 Buchs, Switzerland,migro,
253,"Obere Bahnhofstrasse 2, 9500 Wil, Switzerland",Denner Express,4.2,83.0,47.4624324,9.0414791,Obere Bahnhofstrasse 2, 9500 Wil, Switzerland,denner,
254,"Bronschhoferstrasse 79, 9500 Wil, Switzerland",Denner Express,4.3,117.0,47.4717544,9.0392548,Bronschhoferstrasse 79, 9500 Wil, Switzerland,denner,
255,"Zürcherstrasse 10, 8107 Buchs, Switzerland",Coop Supermarkt Buchs ZH,4.3,212.0,47.4578022,8.4381703,Zürcherstrasse 10, 8107 Buchs, Switzerland,coop,
256,"Niederhaslistrasse 5, 8157 Dielsdorf, Switzerland",Coop Supermarkt Dielsdorf,4.3,646.0,47.484392,8.4655937,Niederhaslistrasse 5, 8157 Dielsdorf, Switzerland,coop,dorf
257,"Otelfingerstrasse 2, 8113 Boppelsen, Switzerland",Volg,4.6,39.0,47.47057909999999,8.4023411,Otelfingerstrasse 2, 8113 Boppelsen, Switzerland,volg,boppelsen
258,"Dammstrasse 24, 8112 Otelfingen, Switzerland",ALDI SUISSE,4.2,525.0,47.4594554,8.4013037,Dammstrasse 24, 8112 Otelfingen, Switzerland,aldi,otelfingen
259,"Hauptstrasse 36, 8114 Dänikon, Switzerland",Volg,4.1,59.0,47.4463348,8.4039555,Hauptstrasse 36, 8114 Dänikon, Switzerland,volg,dänikon
260,"Silbernstrasse 9, 8953 Dietikon, Switzerland",Coop Supermarkt Dietikon Silbern,4.4,1677.0,47.4185483,8.3920055,Silbernstrasse 9, 8953 Dietikon, Switzerland,coop,dietikon
261,"Landstrasse 8, 8112 Otelfingen, Switzerland",SPAR Supermarkt Otelfingen,4.3,218.0,47.45911599999999,8.385539,Landstrasse 8, 8112 Otelfingen, Switzerland,spar,otelfingen
262,"Poststrasse 1, 5436 Würenlos, Switzerland",Coop Supermarkt Würenlos,4.1,314.0,47.4430999,8.362385699999999,Poststrasse 1, 5436 Würenlos, Switzerland,coop,würenlos
263,"Shopping-Raststätte A1, 5436 Würenlos, Switzerland",Coop Supermarkt Würenlos Autobahnraststätte,4.2,55.0,47.43836,8.34718,Shopping-Raststätte A1, 5436 Würenlos, Switzerland,coop,würenlos
