,unique_id,osmid,element_type,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,website,geometry,brand:wikipedia,wheelchair,addr:city,opening_hours,access,amenity,fee,layer,parking,nodes,branch,building,operator,toilets:wheelchair,capacity:disabled,lit,maxheight,surface,level,addr:country,alt_name,internet_access,internet_access:fee,contact:addr:full,contact:phone,internet_access:ssid,phone,wheelchair:description,check_date:opening_hours,contact:addr,contact:website,operator:wikidata,addr:full,opening_hours:url,payment:cash,payment:credit_cards,payment:debit_cards,addr:housename,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,source,covered,supervised,disused:shop,start_date,ele,source:addr,landuse,building:part,indoor,payment:maestro,payment:mastercard,payment:visa,departures_board,highway,network,public_transport,uic_name,uic_ref,access:covid19,changing_table,opening_hours:covid19,organic,addr:place,dog,bus,building:roof,nat_name,url,building:levels,roof:levels,changing_table:location,recycling:batteries,recycling:electrical_appliances,level:ref,smoking,payment:coins,recycling:cans,recycling:clothes,recycling:glass,recycling:paper,recycling:pe,recycling:pet,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,payment:postfinance_card,atm,addr:suburb,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,addr:street:fr,official_name,takeaway,man_made,surveillance,note,payment:visa_debit,fax,indoor_seating,outdoor_seating,capacity,payment:twint,diet:kosher,opening_date,diet:halal,copyright,oa:imported_by,oa:lat,oa:lon,oa:version,room,dogs,post_office:brand,maxstay,stroller,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:de,name:en,name:fr,ways,type,entrance,description,emergency,emergency:phone,source:opening_hours,post_box:location,building:material,roof:colour,roof:shape,park_ride,delivery:covid19,smoothness,payment:cryptocurrencies,fixme,end_date,addr:state,loc_name,wikidata,payment:telephone_cards,kids_area,operator:type,toilets,toilets:access,name:it
1309,node/5602979356,5602979356,node,,,Würzenbachstrasse,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (8.3435784 47.0550399),en:Migros,,,Mo-Th 10:00-18:30; Fr 10:00-20:00; Sa 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,node/6088196574,6088196574,node,143,6014.0,Luzernerstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-luzern-grossmatte,POINT (8.262399 47.0490532),de:Migros,,Luzern,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,,,,,Littau Grossmatte,,Genossenschaft Migros Luzern,,,,,,,,Migros Littau Grossmatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,node/6750927182,6750927182,node,2,6010.0,Am Mattenhof,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-kriens-mattenhof,POINT (8.3009461 47.0276194),en:Migros,yes,Kriens,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 08:00-17:00; PH off",,,,,,,Kriens Mattenhof,,Genossenschaft Migros Luzern,,,,,,,,Migros Kriens Mattenhof,,,,,,,,2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,node/7390289540,7390289540,node,1,6030.0,Ebisquare-Strasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-ebikon-mall-of-switzerland,POINT (8.3575307 47.0936014),en:Migros,yes,Ebikon,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off",,,,,,,Ebikon Mall of Switzerland,,Genossenschaft Migros Luzern,,,,,,,,Migros Ebikon Mall (MMM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,node/7390289541,7390289541,node,16,6030.0,Zentralstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-ebikon-ladengasse,POINT (8.3410776 47.0813405),de:Migros,yes,Ebikon,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,,,,,,Ebikon Ladengasse,,Genossenschaft Migros Luzern,,,,,,,,Migros Ebikon (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,node/7714149411,7714149411,node,7,6102.0,Weihermatte,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-malters-2,POINT (8.1802551 47.0374195),de:Migros,,Malters,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,,,,,,Malters,,Genossenschaft Migros Luzern,,,,,,,,Migros Malters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genaue Lage?,,,,,,,,,,
1315,way/87220776,87220776,way,9,6004.0,Hertensteinstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-luzern-schweizerhof,"POLYGON ((8.3096603 47.0544041, 8.3100758 47.0545668, 8.3097429 47.0549515, 8.3095612 47.054851, 8.3093527 47.0547357, 8.3096603 47.0544041))",de:Migros,yes,Luzern,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,,,,,,"[1014207331, 1014205180, 1014206139, 1553431911, 1014205856, 1014207331]",Luzern Schweizerhof,commercial,Genossenschaft Migros Luzern,,,,,,,,Migros Schweizerhof (MM),,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,way/232877652,232877652,way,,6243.0,,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-egolzwil-schoetz,"POLYGON ((7.9811115 47.1836118, 7.9815181 47.1833372, 7.9817335 47.1834845, 7.9817067 47.1835025, 7.9818075 47.1835714, 7.9815476 47.1837469, 7.9814473 47.1836783, 7.9813272 47.1837594, 7.9811115 47.1836118))",en:Migros,,Egolzwil,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,,,,"[94635655, 2411875993, 9030247705, 9030247706, 2411875998, 2411876001, 2411876000, 2411876002, 94635655]",Egolzwil-Schöltz,yes,Genossenschaft Migros Luzern,,,,,,,,Migros Egolzwil-Schöltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grossmatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,way/379342427,379342427,way,,6003.0,,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-luzern-bahnhof,"POLYGON ((8.3091514 47.0507673, 8.3091402 47.0508571, 8.309313 47.0508664, 8.309421 47.0508711, 8.3094303 47.0507397, 8.3092337 47.0506583, 8.3091514 47.0507673))",de:Migros,,Luzern,"Mo-Sa 06:00-22:00, Su 07:00-22:00",,,,,,"[3810146561, 3826363461, 3826363460, 3826408898, 3826408897, 3826408894, 3810146561]",Luzern Bahnhof,,Genossenschaft Migros Luzern,,,,,,-1,,Migros Luzern Bahnhof,,,,,,,,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,node/185627927,185627927,node,15,5600.0,Bachstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-lenzburg,POINT (8.1771397 47.3871106),de:Migros,yes,Lenzburg,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,Lenzburg,,Genossenschaft Migros Aare,,,,,,,,Migros Lenzburg (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,node/266571580,266571580,node,1,5200.0,Neumarkt,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-brugg-neumarkt,POINT (8.2094058 47.4821521),en:Migros,yes,Brugg,Mo-Sa 08:00-20:00; PH off,,,,,,,Brugg Neumarkt,,Genossenschaft Migros Aare,,,,,,0;1,,Migros Brugg (MMM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,node/279370613,279370613,node,,5415.0,Hertensteinstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-nussbaumen-markthof,POINT (8.2924516 47.4881565),en:Migros,,Nussbaumen AG,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",,,,,,,Nussbaumen Markthof,,Genossenschaft Migros Aare,,,,,,,,Migros Nussbaumen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,node/282874901,282874901,node,40/42,5400.0,Bahnhofstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-baden-city,POINT (8.3085492 47.4768338),en:Migros,yes,Baden,"Mo-Tu 08:00-19:00, We-Fr 08:00-20:00, Sa 07:30-18:00; PH off",,,,-1.0,,,Baden City,,Genossenschaft Migros Aare,,,,,,0,,Migros Baden (MM),,,,,,+41 58 567 54 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,node/302821909,302821909,node,7,5610.0,Bahnhofstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-wohlen,POINT (8.2724788 47.3494071),de:Migros,yes,Wohlen,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",,,,,,,Wohlen AG,,Genossenschaft Migros Aare,yes,,,,,,,Migros Wohlen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,node/309442624,309442624,node,19,5432.0,Zürcherstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-neuenhof,POINT (8.32741 47.4501764),de:Migros,yes,Neuenhof,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",,,,,,,Neuenhof,,Genossenschaft Migros Aare,,,,,,,,Migros Neuenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,node/401590212,401590212,node,2,5620.0,Zufikerstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-bremgarten-ag,POINT (8.3496696 47.3526298),de:Migros,yes,Bremgarten AG,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,Bremgarten AG,,Genossenschaft Migros Aare,,,,,,1,,Migros Bremgarten AG (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,node/430675300,430675300,node,,5018.0,,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-erlinsbach,POINT (8.0085923 47.4053709),de:Migros,,Erlinsbach AG,Mo-Fr 08:00-18:30; Sa 08:00-17:00,,,,,,,Erlinsbach,,Genossenschaft Migros Aare,,,,,,,,Migros Erlinsbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentrum Rössli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,node/544246178,544246178,node,12,5615.0,Hintergasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-fahrwangen,POINT (8.2442351 47.2941009),de:Migros,,Fahrwangen,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,,,,,,Fahrwangen,,Genossenschaft Migros Aare,,,,,,,,Migros Fahrwangen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,node/651644038,651644038,node,18,5000.0,Igelweid,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-aarau-igelweid,POINT (8.046187 47.3916942),de:Migros,yes,Aarau,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 08:00-18:00; PH off,,,,,,,Aarau Igelweid,,Genossenschaft Migros Aare,,,,,,,,Migros Aarau (MM),wlan,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,node/661995247,661995247,node,69,5430.0,Landstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-wettingen-landstrasse,POINT (8.3244562 47.4673647),de:Migros,yes,Wettingen,Mo-Sa 08:00-20:00; PH off,,,,,,,Wettingen Landstrasse,,Genossenschaft Migros Aare,,,,,,,CH,Migros Wettingen (MM),,,,,,+41 58 567 20 50,,2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,node/765330266,765330266,node,3,5040.0,Picardiestrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-schoeftland,POINT (8.0476665 47.3028814),de:Migros,yes,Schöftland,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,,,,,,Schöftland,,Genossenschaft Migros Aare,,,,,,,,Migros Schöftland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,node/898174751,898174751,node,20,4600.0,Louis Giroud-Strasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-olten-saelipark,POINT (7.9094486 47.346669),de:Migros,yes,Olten,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off,,,,,,,Olten Sälipark,,Genossenschaft Migros Aare,yes,,,,,,,Migros Sälipark (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,node/984022891,984022891,node,,,,,,,,,,Migros,,,POINT (8.2723891 47.3494562),,yes,,,,,,,,,,,PAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.0,,,,,,,,,bus_stop,A-Welle,platform,"Wohlen AG, Migros",8572621.0,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,node/1072910460,1072910460,node,17,5242.0,Flachsacherstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-lupfig,POINT (8.2083483 47.4400546),de:Migros,,Lupfig,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",,,,,,,Lupfig,,Genossenschaft Migros Aare,,,,,,,,Migros Lupfig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,node/1165255718,1165255718,node,11c,5103.0,Bruggerstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-wildegg,POINT (8.1665132 47.416306),de:Migros,,Wildegg,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",,,,,,,Wildegg,,Genossenschaft Migros Aare,,,,,,,,Migros Wildegg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,node/1606211122,1606211122,node,7d,5442.0,Badenerstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-fislisbach,POINT (8.2899101 47.4362085),de:Migros,yes,Fislisbach,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",,,,,,,Fislisbach,,Genossenschaft Migros Aare,yes,,,,,,,Migros Fislisbach,,,,,,,WC und Garage im -1 und -2 via Aufzug erreichbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,node/1613212195,1613212195,node,21,4600.0,Solothurnerstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-olten-hammer,POINT (7.8986189 47.3498922),de:Migros,yes,Olten,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off,,,,,,,Olten Hammer,,Genossenschaft Migros Aare,,,,,,0,,Migros Hammer (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,open,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,node/1631232337,1631232337,node,20,4654.0,Hauptstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-lostorf,POINT (7.9476765 47.3828706),de:Migros,,Lostorf,"Mo-Fr 08:00-18:30, Sa 08:00-17:00; PH off",,,,,,,Lostorf,,Genossenschaft Migros Aare,,,,,,,,Migros Lostorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,node/1676132716,1676132716,node,44,5070.0,Hauptstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-frick,POINT (8.0191736 47.5081087),en:Migros,,Frick,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",,,,,,,Frick,,Genossenschaft Migros Aare,,,,,,,,Migros Frick,,,,,,+41 58 567 76 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 58 567 76 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,node/2077989547,2077989547,node,8,5630.0,Kirchfeldstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-muri-ag,POINT (8.3420052 47.2721282),de:Migros,yes,Muri AG,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 07:30-18:00; PH off",,,,,,,Muri AG,,Genossenschaft Migros Aare,,,,,,,,Migros Muri AG (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,node/2081034362,2081034362,node,5,4800.0,Aarburgerstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-zofingen,POINT (7.9422753 47.2915021),en:Migros,,Zofingen,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-20:00; PH off",,,,,,,Zofingen,,Genossenschaft Migros Aare,,,,,,,,Migros Zofingen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,node/2401239033,2401239033,node,14,5012.0,C. F. Ballystrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-schoenenwerd,POINT (8.0031319 47.3733668),de:Migros,yes,Schönenwerd,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 07:30-18:00; PH off,,,,,,,Schönenwerd,,Genossenschaft Migros Aare,,,,,,,,Migros Schönenwerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,node/3536981995,3536981995,node,20,4852.0,Neue Aarburgerstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-rothrist,POINT (7.8868376 47.3065539),en:Migros,,Rothrist,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,Rothrist,,Genossenschaft Migros Aare,,,,,,,,Migros Rothrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,node/3812339377,3812339377,node,2,5412.0,Wambisterstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-gebenstorf,POINT (8.2444306 47.4899894),en:Migros,,Gebenstorf,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,Gebenstorf,,Genossenschaft Migros Aare,,,,,,,,Migros Gebenstorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,node/3846698659,3846698659,node,2,4665.0,Zürichstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-oftringen,POINT (7.9216331 47.312271),de:Migros,,Oftringen,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",,,,,,,Oftringen,,Genossenschaft Migros Aare,,,,,,,,Migros Oftringen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
