,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,opening_hours,shop,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,branch,operator,website,toilets:wheelchair,wheelchair,diet:halal,diet:kosher,addr:country,phone,source,internet_access,check_date:opening_hours,addr:housename,payment:cash,payment:debit_cards,entrance,level,organic,opening_hours:covid19,payment:coins,payment:credit_cards,description,emergency,emergency:phone,nodes,building,indoor,source:opening_hours,takeaway,addr:place,check_date,access,amenity,fee,parking,layer,start_date,post_box:location,bus,ele,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,operator:wikidata,name:en,internet_access:fee,contact:phone,building:material,roof:colour,building:levels,building:roof,roof:shape,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,recycling:clothes,smoothness,surface,capacity:disabled,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,name:de,lit,fixme,payment:twint,departures_board,access:covid19,changing_table,contact:website,dog,end_date,fax,addr:state,opening_hours:url,smoking,building:part,contact:addr:full,internet_access:ssid,disused:shop,recycling:batteries,contact:addr,addr:full,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,source:addr,landuse,addr:suburb,changing_table:location,addr:street:fr,official_name,man_made,surveillance,loc_name,post_office:brand,nat_name,url,roof:levels,indoor_seating,outdoor_seating,capacity,opening_date,recycling:electrical_appliances,recycling:cans,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:fr,ways,type,note,payment:visa_debit,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
225,node/4161853017,4161853017,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off,supermarket,POINT (7.719135 47.2889646),Oensingen,53,4702,Mühlefeldstrasse,Migros Oensingen,Oensingen,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-oensingen,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 58 567 95 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-oensingen,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,node/5231189090,5231189090,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,supermarket,POINT (8.0820252 47.372948),Suhr,52,5034,Bernstrasse Ost,Migros Suhr,Suhr Suhrepark,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-suhr-suhrepark,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,node/5425441458,5425441458,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Sa 08:00-20:00; PH off,supermarket,POINT (8.0456229 47.3620678),Unterentfelden,8,5035,Binzmattweg,Migros Unterentfelden (MM),Unterentfelden,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-unterentfelden,,,,,,+41 58 567 20 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,node/6016261985,6016261985,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:00-21:00; PH,Sa-Su 08:00-21:00",supermarket,POINT (8.0533673 47.3919927),Aarau,3h,5000,Bahnhofplatz,Migros Aarau Bahnhof,Aarau Bahnhof,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-aarau-bahnhof,,yes,,,,+41 58 567 14 80,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,node/7233539947,7233539947,node,,,,,,,,Migros,,,POINT (7.7871154 47.3086952),,,,,,,PAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,A-Welle,stop_position,"Neuendorf, Migros",8581289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,node/7483327233,7483327233,node,Migros,Q680727,de:Migros,,,,,Migros,Mo-Fr 09:00-18:30; Th 09:00-21:00; Sa 08:00-18:00; PH off,supermarket,POINT (7.8017601 47.3180504),Egerkingen,1,4622,Hausimollstrasse,Migros Gäupark (MM),Egerkingen Gäupark,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-egerkingen-gaeupark,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,node/7507371250,7507371250,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",supermarket,POINT (8.0895665 47.3847433),Buchs AG,9b,5033,Bresteneggstrasse,Migros Wynecenter (MMM),Buchs AG Wynecenter,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-buchs-ag-wynecenter,,yes,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,node/7744517904,7744517904,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 07:30-18:00; PH off,supermarket,POINT (8.1612756 47.347822),Seon,21,5703,Unterdorfstrasse,Migros Seon,Seon,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-seon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,node/7744520184,7744520184,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",supermarket,POINT (8.0980307 47.3600635),Gränichen,2,5722,Lindenplatz,Migros Gränichen,Gränichen,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-graenichen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,node/7744624818,7744624818,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off",supermarket,POINT (7.8292999 47.2649349),Murgenthal,1,4853,Fahrackerstrasse,Migros Murgenthal,Murgenthal,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-murgenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,node/9438976816,9438976816,node,,,,,,,,Migros,,mall,POINT (7.895653 47.2273896),Pfaffnau,5,6264,Sagenstrasse,,,,,,,,,,+41 41 62 754 11 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,node/9439044297,9439044297,node,,,,,,,,Migros,,mall,POINT (7.9703402 47.2505763),Reiden,70,6260,Hauptstrasse,,,,,,,,,,+41 62 758 10 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,way/181134438,181134438,way,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,"POLYGON ((7.8500505 47.4662841, 7.8501946 47.4659452, 7.8503104 47.4659677, 7.8504097 47.4657341, 7.8508754 47.4658246, 7.8507767 47.4660565, 7.8509028 47.466081, 7.850991 47.4658738, 7.8511762 47.4659098, 7.8510872 47.4661189, 7.8510778 47.466117, 7.8509337 47.4664558, 7.8500505 47.4662841))",Gelterkinden,2,4460,Badweg,Migros Gelterkinden (MM),Gelterkinden,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-gelterkinden,,,,,,,,,2022-02-01,,,,,,,,,,,,,"[1915758088, 1915758077, 1915758079, 1915758070, 1915758072, 1915758081, 1915758083, 1915758074, 1915758076, 1915758086, 1915758084, 1915758090, 1915758088]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,way/195274340,195274340,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",supermarket,"POLYGON ((7.9717412 47.248587, 7.9710294 47.2484709, 7.9711335 47.2481767, 7.9717553 47.248278, 7.9716903 47.2484616, 7.9717803 47.2484763, 7.9717412 47.248587))",Reiden,52,6260,Hauptstrasse,Migros Reiden,Reiden,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-reiden,no,yes,,,,,,,,,,,,,,,,,,,,"[2057451688, 2057451667, 2057451621, 2057451638, 2057451664, 2057451668, 2057451688]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,way/197187163,197187163,way,Migros,Q680727,en:Migros,,,,,Migros,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00; PH off,supermarket,"POLYGON ((8.2131292 47.4750231, 8.2127177 47.4746711, 8.2127421 47.4746608, 8.2126261 47.4745616, 8.2124812 47.4746451, 8.2125195 47.4746747, 8.2123163 47.4747848, 8.2123379 47.4747989, 8.2122331 47.474848, 8.2127008 47.4752559, 8.2131292 47.4750231))",Windisch,35,5210,Bachmattstrasse,Migros Windisch,Windisch,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-windisch,,,,,,,,,,Migros Windisch,,,,,,,,,,,,"[2074715210, 2074715205, 2186931866, 2186931860, 2186931853, 2186931858, 2074715203, 2074715184, 2074715190, 2186931864, 2074715210]",yes,,,,,,,,,,,,,,,,,,,,,,,,+41 58 567 22 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-windisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,way/207792546,207792546,way,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((8.1815687 47.2574426, 8.1811487 47.258045, 8.1815483 47.2581733, 8.1816835 47.2582167, 8.1817302 47.2581449, 8.1818726 47.2581376, 8.1820119 47.257933, 8.1818956 47.2577273, 8.1819091 47.2577068, 8.181816 47.2575247, 8.1817783 47.2575121, 8.1818021 47.2574724, 8.1816842 47.257435, 8.1817513 47.2573395, 8.181682 47.2573182, 8.1815911 47.2574497, 8.1815687 47.2574426))",Reinach AG,6,5734,Sandgasse,Migros Reinach AG (MM),Reinach AG,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-reinach-ag,,yes,,,CH,,AGIS OF2011,,,,,,,,,,,,,,,"[2180417626, 2180417675, 8206966249, 2180417678, 2180417677, 2180417676, 2180417674, 2180417669, 2180417667, 2180417645, 2180417641, 2180417634, 2180417623, 2180417596, 2180417595, 2180417629, 2180417626]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,way/210282424,210282424,way,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",supermarket,"POLYGON ((8.1864445 47.2413837, 8.1864445 47.2414667, 8.1864074 47.2414508, 8.1863659 47.2414791, 8.186291 47.2415745, 8.1863054 47.2415794, 8.1862242 47.2416658, 8.1866322 47.2418477, 8.1867284 47.2417328, 8.1868033 47.2416374, 8.1868924 47.2415264, 8.1865234 47.2413939, 8.1865234 47.2413818, 8.1864445 47.2413837))",Menziken,8,5737,Sagiweg,Migros Menziken,Menziken,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-menziken,,,,,CH,,AGIS OF2011,,,,,,,,,,,,,,,"[2203703761, 2203703778, 2203703769, 2203703787, 5212877974, 2203703826, 2203703848, 2203703883, 5212877975, 5212877976, 2203703794, 2203703765, 2203703759, 2203703761]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,way/232877652,232877652,way,Migros,Q680727,en:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",supermarket,"POLYGON ((7.9811115 47.1836118, 7.9815181 47.1833372, 7.9817335 47.1834845, 7.9817067 47.1835025, 7.9818075 47.1835714, 7.9815476 47.1837469, 7.9814473 47.1836783, 7.9813272 47.1837594, 7.9811115 47.1836118))",Egolzwil,,6243,,Migros Egolzwil-Schöltz,Egolzwil-Schöltz,Genossenschaft Migros Luzern,https://filialen.migros.ch/de/migros-supermarkt-egolzwil-schoetz,,,,,,,,,,,,,,,,,,,,,,"[94635655, 2411875993, 9030247705, 9030247706, 2411875998, 2411876001, 2411876000, 2411876002, 94635655]",yes,,,,Grossmatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,way/309758131,309758131,way,,,,,,,,Migros,,,"POLYGON ((8.0082206 47.4053366, 8.008436 47.4051003, 8.008815 47.4052586, 8.0085996 47.4054949, 8.0082206 47.4053366))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3150894180, 3150894181, 3150894182, 3150894183, 3150894180]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,way/494917046,494917046,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,"POLYGON ((7.8157726 47.4624252, 7.8156576 47.4621115, 7.8162437 47.4620133, 7.8168229 47.4617747, 7.8169922 47.4622391, 7.8166228 47.4623007, 7.8160523 47.4625421, 7.8159957 47.4623878, 7.8157726 47.4624252))",Sissach,17,4450,Hauptstrasse,Migros Sissach (MM),Sissach,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-sissach,,yes,,,,+41 58 575 77 00,,,,,,,,,,,,,,,,"[4866949625, 4866949626, 4866949627, 4866949628, 4866949629, 7059915344, 7059915346, 7059915345, 4866949625]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,node/243155987,243155987,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,POINT (7.6937067 47.520631),Pratteln,21,4133,Burggartenstrasse,Migros Pratteln (MM),Pratteln,Genossenschaft Migros Basel,https://filialen.migros.ch/de/migros-supermarkt-pratteln,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,node/471582066,471582066,node,,,,,,,,Migros,closed,,POINT (7.7305395 47.5351458),,,,,Migros Kaiseraugst,Kaiseraugst,Genossenschaft Migros Aare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,node/500060387,500060387,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-We 08:00-19:00, Th-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (7.7977519 47.5553188),Rheinfelden,3,4310,Lindenstrasse,Migros Rheinfelden (MM),Rheinfelden,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-rheinfelden,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,node/1300703154,1300703154,node,Migros,Q680727,de:Migros,,,,,Migros,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",supermarket,POINT (7.8467796 47.556334),Möhlin,91,4313,Hauptstrasse,Migros Möhlin,Möhlin,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-moehlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,node/1676132716,1676132716,node,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-20:00, Sa 07:30-18:00; PH off",supermarket,POINT (8.0191736 47.5081087),Frick,44,5070,Hauptstrasse,Migros Frick,Frick,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-frick,,,,,,+41 58 567 76 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 58 567 76 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,way/25906090,25906090,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",supermarket,"POLYGON ((7.9544994 47.5493278, 7.9549371 47.5491955, 7.9546113 47.548939, 7.9543663 47.5490658, 7.954427 47.5492568, 7.9544994 47.5493278))",Stein,61,4332,Schaffhauserstrasse,Migros Stein AG,Stein AG,Genossenschaft Migros Aare,https://filialen.migros.ch/de/migros-supermarkt-stein-am-rhein,,limited,,,CH,,AGIS OF2011,,,,,,,,,,,,,,,"[282589142, 282589144, 282589145, 282589143, 1031648819, 282589142]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,node/305382465,305382465,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,08:00-18:00; week 39-50 Sa 08:00-17:30; week 39-50 Su off,supermarket,POINT (7.2235515 46.0967418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,node/325804799,325804799,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Fr 06:30-18:30; Sa 06:30-17:00,supermarket,POINT (7.2080965 46.1880715),,,,,,Partner,,,,,,,,+41 27 306 38 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,node/355287954,355287954,node,Migros,Q680727,,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (7.4729474 46.3092958),,32,3963,Route du Rawyl,,,,https://www.migros.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,node/612820572,612820572,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,"Mo-Fr 07:30-18:30; Sa 07:30-17:00; Su, PH off",supermarket,POINT (7.3597285 46.2358664),Sion,31,1950,Avenue Ritz,,,,www.migros.ch,,,,,,+41277206500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,node/838253792,838253792,node,Migros,Q680727,en:Migros,,,,,Migros,,supermarket,POINT (7.213234 46.0813722),,,,,,Partenaire,,,,yes,,,,+41 27 776 16 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,node/849788487,849788487,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Th 07:30-18:30; Fr 07:30-19:30; Sa 07:30-17:00,supermarket,POINT (7.3522935 46.2505448),,,,,,,,https://www.migros.ch,,yes,,,,+41 27 720 66 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,node/886099069,886099069,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (7.6414568 46.3112491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,node/1361216176,1361216176,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,Mo-Su 08:00-18:30,supermarket,POINT (7.6263508 46.3790635),,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,node/2164514672,2164514672,node,Migros,Q680727,en:Migros,postfinance_card,no,no,checkout,Migros,,supermarket,POINT (7.2921413 46.1819559),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,node/3305602358,3305602358,node,Migros,Q680727,en:Migros,,,,,Migros,,supermarket,POINT (7.4954526 46.2611357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,node/9037951213,9037951213,node,Migros,Q680727,en:Migros,,,,,Migros,Mo-Th 08:00-18:30; Fr 08:00-21:00; Sa 08:00-17:00,supermarket,POINT (7.302606 46.2236438),Conthey,15,1964,Route des Rottes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
