,Unnamed: 0,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed
4,4,OPERATIONAL,"Bahnhofstrasse 2, 6312 Steinhausen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3888, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107277576873226533506"">A Google User</a>'], 'photo_reference': 'AW30NDw3l4_J4E3VjQCW6APIqinaTwh6uONv5BeaUMlO9Kbb-1eCcgd8S3mCe803tjmxG7I-hHAPdPZ2MYkMHxIG_shgjvWAfthbKEMb_VmUF8ajLwpctLAsvBpAK11Or7SP_UMDwmmNTV5rqfQCz-cjGQry9agJDt9PqSHr-E5De6lKPFap', 'width': 5184}]",ChIJq6p2bKEAkEcRLOmVVbkLxyo,4.5,ChIJq6p2bKEAkEcRLOmVVbkLxyo,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",83.0,47.1970457,8.4849184,47.19836622989272,8.486274129892724,47.19566657010727,8.48357447010728,True,5FWM+RX Steinhausen,8FVC5FWM+RX,,
11,11,OPERATIONAL,"Oberdorfstrasse 6A, 6340 Baar",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Baar Oberdorf,"[{'height': 4048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116224527477870739497"">Nabil Naghdy</a>'], 'photo_reference': 'AW30NDy1qvPmhx7zSpWWxgewAlrmjd_scyFsIhYC1IQBcns4FtVxISyM7RQyhU6GCvgjkJ152q0Jc1wj-rRosIlu-5_UEWy35gq1MJsuMCqd_TqLSXUGFH7fwoWR-3ssy1T_vw7v1WeXra7DRq3s571mPTowth5lku-NZk5N7GnHEQRUgYHW', 'width': 3036}]",ChIJo1S3MDGqmkcR_5pEPukFo1o,4.1,ChIJo1S3MDGqmkcR_5pEPukFo1o,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",238.0,47.1956308,8.5300792,47.19707332989272,8.53146232989272,47.19437367010728,8.528762670107277,True,5GWJ+92 Baar,8FVC5GWJ+92,,
12,12,OPERATIONAL,"Hertizentrum 10, 6300 Zug",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110886027845112650964"">Migros</a>'], 'photo_reference': 'AW30NDyJ-ZSpWCMfpVfzumqLchV1HU34l82t1hcgyeKOr_EQ7F_wyMk_TcrcoFa6DBntITlnPLRN2N4sd9gu_yXmUUpYaq9ekpNjKGVlFaMyrrUoNsVPQ4NpgOrXPSRbWr9qeMzhDsNuumk0jBtl2_-sm7aQml3zdW3DBi_K5oPGB9f5L2NI', 'width': 2000}]",ChIJP5O8L2eqmkcRIDYDSSgq5D4,4.4,ChIJP5O8L2eqmkcRIDYDSSgq5D4,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",129.0,47.1780321,8.5059051,47.17934982989272,8.507485579892723,47.17665017010727,8.50478592010728,True,5GH4+69 Zug,8FVC5GH4+69,,
13,13,OPERATIONAL,"Bahnhofstrasse 7, 6312 Steinhausen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Steinhausen,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103298310688679052178"">Skyjumper 3377</a>'], 'photo_reference': 'AW30NDxIDVj26eu0ouGdZNgv2i7qYvDfKsc7mgs92VYL9u4hHZMrF0fOZCvD6IOUHLOu2m_5ETnLCGHgYsA5z4jSx3xkmfAheLsaa2yB2g_etFYPmeTsPSjq4i6z93wpaeeOgdJ--avy8xaFRZngcYu_mgLCbdgwvRTWirnwTP69l_FzhlTF', 'width': 1840}]",ChIJOW4Za6EAkEcR9ZT4L-8opxs,4.4,ChIJOW4Za6EAkEcR9ZT4L-8opxs,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",310.0,47.19640330000001,8.4826207,47.19784387989272,8.483967129892722,47.19514422010728,8.481267470107278,True,5FWM+H2 Steinhausen,8FVC5FWM+H2,,
15,15,OPERATIONAL,"Poststrasse 3, 6340 Baar",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Baar Gotthard,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103256436659253774932"">Nicolas Dula</a>'], 'photo_reference': 'AW30NDz2O3zyee2Gh3uPcwIk5di8_QHPxgjBwFyFVmhvPKhdVo3v8btxlxUxIMoKT6WGIeTuNw0-fll0R5-DV_pcgfYZnGuqUWqMOEdvzGB4TdnRm13dT5nbtC8p2I2pxG4vMblJqcFpLpyFcF6teYygIBPzAz4nWFUMyaKd7G-dlHvntx1a', 'width': 3024}]",ChIJn2aU7TmqmkcRoJlYqszaX68,4.2,ChIJn2aU7TmqmkcRoJlYqszaX68,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",494.0,47.1949845,8.5236062,47.19642897989272,8.524867079892724,47.19372932010728,8.52216742010728,True,5GVF+XC Baar,8FVC5GVF+XC,,
16,16,OPERATIONAL,"Baarerstrasse 22, 6300 Zug",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109671508404953018394"">Mercedes Topiary</a>'], 'photo_reference': 'AW30NDwni7OecBPmb7XBEaAiEMTaDGsraWUca_FANVVnpY9ueXA-VqCStoGjJbPhpYql6NL8Eqe9yYMWLYW2h419E8Z_TTcvng_BBDYPADkJOVtg71I-VmXuhhluRs92-YqWoofsDnxYdYoNytrhORDL9uchpofV4qSPs_yZmYSy-lv4WotW', 'width': 4032}]",ChIJo__gbFiqmkcR9x1jTPe_CaI,4.3,ChIJo__gbFiqmkcR9x1jTPe_CaI,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",691.0,47.1731333,8.5182252,47.17453942989273,8.518963599999998,47.17183977010728,8.516076000000004,True,5GF9+77 Zug,8FVC5GF9+77,,
4,4,OPERATIONAL,"Hinterbergstrasse 40, 6312 Steinhausen",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3036, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104389324194384318296"">Markus Huebscher</a>'], 'photo_reference': 'AW30NDwX1wuvQtlXl_xDZnCWtXRn9TYu-oI5_Dz3zKjwfx7Y8nnRgGl1-GKW1SGX8YBmCuUmeTiDfUE_k-9gu8FijO9nXVrqyml8teujrctVEKt-6r-i-CJHDUf1hqq1Iu_5PK8clxxfSDl9cnHAsRqCQ7PnBJnjh4gzGkq1pdyMyzv1HPs0', 'width': 4048}]",ChIJMw3MTpgAkEcRO9ii07Yzm-o,4.5,ChIJMw3MTpgAkEcRO9ii07Yzm-o,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",689.0,47.1924775,8.4769179,47.19385747989272,8.478244279892719,47.19115782010728,8.475544620107275,True,5FRG+XQ Steinhausen,8FVC5FRG+XQ,,
6,6,OPERATIONAL,"Bühlstrasse 1, 8933 Maschwanden",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Maschwanden,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103777948826335712247"">Dominic Schelling</a>'], 'photo_reference': 'AW30NDwGG2FdLihEW7qEG6bLc_iBmdU56k4N22Mq6ivsPx6qtbBimGmIU3A46ZW5Vh-N1izCc_esrNKDLYNo5Jikk47LybH0otEzG4n8be1l6LqTYzXKebt_j2rNPNaO3HDjqh96y9qb1-2v0PUYOV9CVHJ0oqMv7FSglvxKMsO6qOC4SXaH', 'width': 4608}]",ChIJqb2Xe8AGkEcROl5oEMTGUho,4.5,ChIJqb2Xe8AGkEcROl5oEMTGUho,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",23.0,47.2345784,8.427523599999999,47.23589947989272,8.428781079892723,47.23319982010728,8.426081420107279,False,6CMH+R2 Maschwanden,8FVC6CMH+R2,,
7,7,OPERATIONAL,"Untere Bahnhofstrasse 5, 8932 Mettmenstetten",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,avec,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108785178703944418942"">Tamara Alsheikh</a>'], 'photo_reference': 'AW30NDyerR-TnLeMNAU-wnoN2MWpA_Z6QqSpR2NNU19bCur_qPNi0KFVhh62m0svL2i3mf_ADR2NkEl_q76sqSPOJez3abHueu_gpHYRbhazz-FWLYIUqCWTgPNfIJK3ihj2NDy4qIoGRgFpCz_c2brdQcIp3-oNk4a3O5VeIj-8w87hXrrw', 'width': 3024}]",ChIJZcqlkXkHkEcRgOt1SwLWS0U,2.7,ChIJZcqlkXkHkEcRgOt1SwLWS0U,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",15.0,47.2438337,8.4575661,47.24518252989272,8.458917229892721,47.24248287010727,8.456217570107277,True,6FV5+G2 Mettmenstetten,8FVC6FV5+G2,,
8,8,OPERATIONAL,"Zugerstrasse 15/17, 6330 Cham",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104997252209611041396"">Michael Koster</a>'], 'photo_reference': 'AW30NDyl_FlCofuHlcaw4EKOwa5o0Y1yDTv64hzdId5Pg8_jvwr1LNzwFIl3g6h0p0XAqWV8buntADEiI8RQciTZ7tC6357bm2UjuUg-RCtS6bzR3cUXccHSVJmQYPMb5dXtQ0xGLbTS5OulnSWmP7nqMH1O37w7mHhR4Xj3iixscRsDXhQj', 'width': 2048}]",ChIJTzzqtowAkEcRzr4zuDdXC1I,4.3,ChIJTzzqtowAkEcRzr4zuDdXC1I,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",257.0,47.1827402,8.4612771,47.18402512989272,8.462686729892722,47.18132547010728,8.459987070107278,True,5FM6+2G Cham,8FVC5FM6+2G,,
5,5,OPERATIONAL,"Luzernstrasse 2, 5634 Merenschwand",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Merenschwand,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115832778878804479247"">A Google User</a>'], 'photo_reference': 'AW30NDxvsPmTFhnwEENHVUAb-_WZk_v_1_BE1-9zdu-rRF3-D3n9lq8KslewM-lANn5PgLowJVRZJTjJ-A8FDCGhe1vwa2G-epzAt6jRgFZSIZ6_-jB1i5inoR802eq10hFGG6wGSg1Dp6d7VyMqUcKpnaILEafBahIbJaWKhnWsZAaDzkfW', 'width': 4032}]",ChIJpWqHZk0EkEcRNvZiFhIGS8Y,4.5,ChIJpWqHZk0EkEcRNvZiFhIGS8Y,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",145.0,47.2592359,8.3746537,47.26071572989273,8.376020729892721,47.25801607010729,8.373321070107277,True,795F+MR Merenschwand,8FVC795F+MR,,
13,13,OPERATIONAL,"Seehofstrasse 14, 6330 Cham",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Cham Seehof,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112661262066626464523"">Thomas Leuthard</a>'], 'photo_reference': 'AW30NDxQF75utKJ6yh-1nIWq7lUlOxiVMLoKMbAHDNMdu0jbFbEe9o94MFGhgl4Bl_mzUm6sAy1ucZUjaGVQBQISEyjsH6imYbWC7o_GM0NF_clqgvPDKW8Mi1GjyFi8UYIR70iHuXa7WpfI3Hv0MRZQjRKpubqHbY4GNiPV4dAkna2vhhyJ', 'width': 3024}]",ChIJI11au4wAkEcRyyjR9WT4MVY,4.2,ChIJI11au4wAkEcRyyjR9WT4MVY,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",335.0,47.18148679999999,8.4616515,47.18287822989272,8.462988679892721,47.18017857010728,8.460289020107277,True,5FJ6+HM Cham,8FVC5FJ6+HM,,
5,5,OPERATIONAL,"Dorfpl. 3, 8913 Ottenbach",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Volg Ottenbach,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103078599092779880596"">Stephan Winter</a>'], 'photo_reference': 'AW30NDzgbmuQMzfwyA1SgL9MM9b56TakxQZ2KcX8NcvjxeZffO1rNfZaDtFgIRl5lR855YILDStONJGpD3ior59yqLShogEj55zOgUUXR10kKwFfApcbvsFCqoDd1Dk1SEgulRq4B8m1xICtZtS1z2GEYVpmrrYcMlXoJnSwCsRgcnCHvduH', 'width': 4032}]",ChIJ-9VFjOgFkEcRer4JzMbGEC0,4.2,ChIJ-9VFjOgFkEcRer4JzMbGEC0,"['supermarket', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']",97.0,47.2811749,8.404418999999999,47.28252472989272,8.405768829892724,47.27982507010728,8.40306917010728,True,7CJ3+FQ Ottenbach,8FVC7CJ3+FQ,,
6,6,OPERATIONAL,"Kirchenfeldstrasse 8, 5630 Muri",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112660514923357069330"">Marco Graf</a>'], 'photo_reference': 'AW30NDw3lTcN4TvC8seiVgE4bCaMdEPOvxOboRSMJ4fXVNFA5tTgkmB5Gif5eWW-hl4s9rwFJ8gcWc0BI_MMGZ1B_MqQnf_76Cg8pMoOqbR8xBmiXY_Q-2_jtIBBZ_GqazHHnn_ETvLORe3BqZih_bHE0aKHbgdmuRJIlyqZepwn2qNBq2f1', 'width': 4608}]",ChIJ01z2pyIFkEcRc-qmASM8M5Y,4.3,ChIJ01z2pyIFkEcRc-qmASM8M5Y,"['grocery_or_supermarket', 'supermarket', 'food', 'store', 'point_of_interest', 'establishment']",355.0,47.2720122,8.3418444,47.27317477989272,8.343089129892721,47.27047512010727,8.340389470107278,True,78CR+RP Muri,8FVC78CR+RP,,
9,9,OPERATIONAL,"Seetalstrasse 1, 5630 Muri",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Coop Supermarkt Muri AG,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110591933054075932383"">Jean-Pierre ALLEGRE</a>'], 'photo_reference': 'AW30NDyN-GjAGt9vi3FtjzuLDOiQ8zK7XYVywjm4RCAFUpxJOjnddgMvqYd78Kfx383JEls9fmqLPJF6GvhJlYuZw77fel-49tCtQmujPedqKyVTVCBlkTWF18omuqxIZOMCH6oTz6KJdlQitbBbpBP0vbef9bTntWv4750t3S8pr4bkQn2M', 'width': 4608}]",ChIJ5zTNyCIFkEcRCxyUMbBGw_4,4.3,ChIJ5zTNyCIFkEcRCxyUMbBGw_4,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",798.0,47.2733585,8.3413893,47.27479882989271,8.342682329892721,47.27209917010727,8.339982670107277,True,78FR+8H Muri,8FVC78FR+8H,,
14,14,OPERATIONAL,"Aarauerstrasse 36, 5630 Muri",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lidl Schweiz,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101235431136394631747"">Lidl Schweiz</a>'], 'photo_reference': 'AW30NDyFaEUGx9IVIRfy_LbDSLSnIk8tkUxXhGKck8NcqLRK4CoJmxae7owOqgjbkcXnN9oKk04S-8ELvJG7p5tufQTZS4LauI4jN4n8xFCK0PjQb7Au8hBw0s3uNGjIAdtNLZKS5-7_E7wkCVfJQSHbWrWybKhZdLObFXMUPYLsDj1_IIuA', 'width': 3264}]",ChIJ4-CUczkFkEcRQQ6YYKc73s4,4.2,ChIJ4-CUczkFkEcRQQ6YYKc73s4,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'clothing_store', 'food', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",441.0,47.2797554,8.3361305,47.28092502989272,8.337534279892722,47.27822537010728,8.334834620107278,True,78HP+WF Muri,8FVC78HP+WF,,
15,15,OPERATIONAL,"Luzernerstrasse 32, 5630 Muri",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Muri supermarkt,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101980294708074955584"">War and Order</a>'], 'photo_reference': 'AW30NDzBTu32ji0KMmXWfQ2J7ceCuuf94yN5kk31pxU9zxwKypvuUbglu0GfReG2-bAl4UG5cn8gMyPgtuotk7qWAHvyBhdgGRTdOw5-ZcuDW-HeU3xkPzTqZk55Zwr6PwyHfcfKdNxoTMN5NbwF8EtyWOM_h9z3phly2EwV0yQzTL7iR3uY', 'width': 933}]",ChIJI5DLRiMFkEcRaPlcnwC0Y9g,4.6,ChIJI5DLRiMFkEcRaPlcnwC0Y9g,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",69.0,47.2707501,8.3431452,47.27210802989272,8.344522279892722,47.26940837010727,8.341822620107278,True,78CV+76 Muri,8FVC78CV+76,,
16,16,OPERATIONAL,"Flughofstrasse 3, 8058 Kloten",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarket Zurich Airport,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101676391911382957365"">gürke001 2017</a>'], 'photo_reference': 'AW30NDzNYCoS77d1wRtXHK_OvO08266bgboqpqX1BfDRDE5-yD5E_vdcg50nGalZ8_TssngsGkwMwAGmyQXMcxO32LcnfPWREgRWLSwCz_le7-RrQsI9ckmdShAqRnNDGgEo3MPyA68JjdlAjDfkCRCfGH2OGHkvkYqHulBv3Bhzk3KpBMXO', 'width': 4032}]",ChIJ_SR38lZ1kEcReSR9696npIg,4.5,ChIJ_SR38lZ1kEcReSR9696npIg,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",1727.0,47.4493704,8.562636099999999,47.45086517989272,8.56370022989272,47.44816552010728,8.561000570107277,True,CHX7+P3 Kloten,8FVCCHX7+P3,,
3,3,OPERATIONAL,"Zürcherstrasse 8, 8142 Uitikon",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106169041502378820101"">Marco _ m.m</a>'], 'photo_reference': 'AW30NDxInp3NpPHBDeX1V03t7AP6QxsAZSiUxOzhyVmnKTm9W_1dx4NY390_UkDjCQc7zVxupad0DWtuj_b1hBBbWMiXD9Q3J_-RHXRn86dD9GjADDU5LzZXhCv7YqNsdDZUY1NfxwRtSpS-jp-CRihL1DTcgltE1V_8m6tK5TKVUL-Sarks', 'width': 4032}]",ChIJCUfywF4JkEcRk_49-0QlaqM,4.3,ChIJCUfywF4JkEcRk_49-0QlaqM,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",193.0,47.3684463,8.4628667,47.36979612989272,8.464216529892722,47.36709647010728,8.461516870107278,True,9F97+94 Uitikon,8FVC9F97+94,,
5,5,OPERATIONAL,"BRUNAUPARK, Giesshübelstrasse 65, 8045 Zürich",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115043206120224301662"">A Google User</a>'], 'photo_reference': 'AW30NDwcK3pQalViRRAt5ZPuBC7mQbxjfyY3P2o7-w6ZoVC7n9JblEfnxgUOe6SF7UmWMhFaQh3qn907pvBUw-shzveAWVuo1Hwv1qag80uLGzGvMzloiRgPSqOjV-zqKx2PwHq1OIsH83TS1_N4YKi537omFGTit8lWR0uDJEKZ6Y2Lh4u3', 'width': 4032}]",ChIJj0lFi-0JkEcRhd1Rz4cxhXc,4.3,ChIJj0lFi-0JkEcRhd1Rz4cxhXc,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",812.0,47.3583939,8.5176529,47.35984097989272,8.519047979892722,47.35714132010727,8.516348320107278,True,9G59+93 Zürich,8FVC9G59+93,,
6,6,OPERATIONAL,"Leimbachstrasse 23, 8041 Zürich",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111994936178984686730"">Cedric Meury</a>'], 'photo_reference': 'AW30NDwYmzulePdLHz356X59qkV0EK0gh-_Kf8FY5sSJC6dKspO-pd9Xs2VcxNsbdYbp04HseiJnQ6GH0tTelufXSvMaeTpat0hRNaL4hC6GfSepbwBBIHydkNjELlYBi0ULQqXL2jwdCwovlz7rG1pfsLh_1vL7u773Sg0N0WJNWYUJ-1VK', 'width': 1920}]",ChIJ6cfaKs4JkEcRgtb1q4szNRU,4.1,ChIJ6cfaKs4JkEcRgtb1q4szNRU,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",263.0,47.33601729999999,8.5188484,47.33724247989272,8.520097029892721,47.33454282010728,8.517397370107277,True,8GP9+CH Zürich,8FVC8GP9+CH,,
7,7,OPERATIONAL,"Wengistrasse 7, 8004 Zürich",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118035695877550048458"">Philippe Kehl</a>'], 'photo_reference': 'AW30NDxoY3FXvM5oYwLCCagygz9a8xCf5bygZ4QRP6iTQcsBgAix-fJuTrQ678WDl-T510cGRREoQwxAA9UVkBSfpHv0nXxBWpZj9aNNgjc--Jhupq9mPD8tnDz2-TY6JAhEtE5ACy1rdXPwaXRbTlsdhjYHmH4yEtZcPDTd1UrpEE5YVwad', 'width': 3264}]",ChIJ3_pzcxkKkEcRcqDQcszcT6Y,4.2,ChIJ3_pzcxkKkEcRcqDQcszcT6Y,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",495.0,47.374944,8.523068,47.37638112989272,8.52443992989272,47.37368147010728,8.521740270107276,True,9GFF+X6 Zürich,8FVC9GFF+X6,,
8,8,OPERATIONAL,"Birmensdorferstrasse 320, 8055 Zürich",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Migros Supermarkt,"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116385665702506456354"">Benjamin Grauer</a>'], 'photo_reference': 'AW30NDzRGDq4NCLYkyTnpWgX5AKCqnMRNMhfQ4AsZBo1F473e4bGZs6zbQ0uFgovOcZWga1egZMrOorVbv_nsPIVRxAoMv55daYxL_J3esNIuQUA2EkN4n4nF73S0xu-KmnPlMze5VSDo57T7gWTNijii0BetNmDiGulIeGjh5kSLwCm5FKe', 'width': 4032}]",ChIJlyh8cScKkEcRY3M2wmnjbVI,4.3,ChIJlyh8cScKkEcRY3M2wmnjbVI,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",540.0,47.3699559,8.508720799999999,47.37124457989272,8.510165729892721,47.36854492010728,8.507466070107277,True,9G95+XF Zürich,8FVC9G95+XF,,
9,9,OPERATIONAL,"Albisstrasse 20, 8134 Adliswil",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Adli Markt,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105987436643034109800"">Beni Herter</a>'], 'photo_reference': 'AW30NDygal5H3SEHGUkmqOq0cz-eNSBhwo4l2sMbEwq5SVba0pCba8qekTpd_dprBi_D4X-H92LFY6kzxt6PNPpJGq8TrOCeJO9PUz4pg0WvIyJmZrDu6jEUolI8tlJTEIUtw7BISwk79b4bjg5yifZQ3224p1jm4qg99-WnU14vmx82EPN5', 'width': 1868}]",ChIJ3SvcT-WnmkcR-jR4nBninW4,4.2,ChIJ3SvcT-WnmkcR-jR4nBninW4,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",45.0,47.3101905,8.5254444,47.31154197989272,8.526829279892722,47.30884232010728,8.524129620107278,True,8G6G+34 Adliswil,8FVC8G6G+34,,
