,unique_id,osmid,element_type,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,website,geometry,brand:wikipedia,wheelchair,addr:city,opening_hours,access,amenity,fee,layer,parking,nodes,branch,building,operator,toilets:wheelchair,capacity:disabled,lit,maxheight,surface,level,addr:country,alt_name,internet_access,internet_access:fee,contact:addr:full,contact:phone,internet_access:ssid,phone,wheelchair:description,check_date:opening_hours,contact:addr,contact:website,operator:wikidata,addr:full,opening_hours:url,payment:cash,payment:credit_cards,payment:debit_cards,addr:housename,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,source,covered,supervised,disused:shop,start_date,ele,source:addr,landuse,building:part,indoor,payment:maestro,payment:mastercard,payment:visa,departures_board,highway,network,public_transport,uic_name,uic_ref,access:covid19,changing_table,opening_hours:covid19,organic,addr:place,dog,bus,building:roof,nat_name,url,building:levels,roof:levels,changing_table:location,recycling:batteries,recycling:electrical_appliances,level:ref,smoking,payment:coins,recycling:cans,recycling:clothes,recycling:glass,recycling:paper,recycling:pe,recycling:pet,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,payment:postfinance_card,atm,addr:suburb,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,addr:street:fr,official_name,takeaway,man_made,surveillance,note,payment:visa_debit,fax,indoor_seating,outdoor_seating,capacity,payment:twint,diet:kosher,opening_date,diet:halal,copyright,oa:imported_by,oa:lat,oa:lon,oa:version,room,dogs,post_office:brand,maxstay,stroller,payment:notes,ref:FR:NAF,ref:FR:SIRET,name:de,name:en,name:fr,ways,type
75,node/7483327233,7483327233,node,1,4622,Hausimollstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-egerkingen-gaeupark,POINT (7.8017601 47.3180504),de:Migros,,Egerkingen,Mo-Fr 09:00-18:30; Th 09:00-21:00; Sa 08:00-18:00; PH off,,,,,,,Egerkingen Gäupark,,Genossenschaft Migros Aare,,,,,,0,,Migros Gäupark (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,node/7744624818,7744624818,node,1,4853,Fahrackerstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-murgenthal,POINT (7.8292999 47.2649349),de:Migros,,Murgenthal,"Mo-Fr 08:00-19:00, Sa 07:30-17:00; PH off",,,,,,,Murgenthal,,Genossenschaft Migros Aare,,,,,,,,Migros Murgenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,node/8461330192,8461330192,node,30,4500,Baselstrasse,Migros,Q680727,,,,,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-solothurn-baselstrasse,POINT (7.5447388 47.2110372),de:Migros,,Solothurn,Mo-Fr 08:00-18:30; Sa 08:00-18:00; PH off,,,,,,,Solothurn Baselstrasse,,Genossenschaft Migros Aare,,,,,,,,Migros Baselstrasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,node/8531787049,8531787049,node,22,4552,Hauptstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-derendingen,POINT (7.5837586 47.1973504),de:Migros,,Derendingen,Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 07:30-18:00; PH off,,,,,,,Derendingen,,Genossenschaft Migros Aare,,,,,,,,,wlan,,,+41 58 567 74 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,node/8710511184,8710511184,node,1,4563,Friedhofstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-gerlafingen,POINT (7.5740275 47.1710859),en:Migros,yes,Gerlafingen,"Mo-Th 08:00-18:30, Fr 08:00-20:00, Sa 07:30-18:00; PH off",,,,,,,Gerlafingen,,Genossenschaft Migros Aare,,,,,,,,Migros Gerlafingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,node/9438976816,9438976816,node,5,6264,Sagenstrasse,,,,,,,Migros,mall,,POINT (7.895653 47.2273896),,,Pfaffnau,,,,,,,,,,,,,,,,,,,,,,,,+41 41 62 754 11 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,node/9439044297,9439044297,node,70,6260,Hauptstrasse,,,,,,,Migros,mall,,POINT (7.9703402 47.2505763),,,Reiden,,,,,,,,,,,,,,,,,,,,,,,,+41 62 758 10 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,way/195274340,195274340,way,52,6260,Hauptstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/de/migros-supermarkt-reiden,"POLYGON ((7.9717412 47.248587, 7.9710294 47.2484709, 7.9711335 47.2481767, 7.9717553 47.248278, 7.9716903 47.2484616, 7.9717803 47.2484763, 7.9717412 47.248587))",de:Migros,yes,Reiden,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,,,,"[2057451688, 2057451667, 2057451621, 2057451638, 2057451664, 2057451668, 2057451688]",Reiden,yes,Genossenschaft Migros Luzern,no,,,,,,,Migros Reiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,way/549955223,549955223,way,,,,,,,,,,Migros,,,"POLYGON ((7.5588507 47.1282617, 7.558615 47.1282596, 7.5586181 47.1283498, 7.5587499 47.1283552, 7.558731 47.1286879, 7.5584291 47.1286996, 7.5584657 47.1290239, 7.5585874 47.129032, 7.5586073 47.1289706, 7.558667 47.1289714, 7.5587296 47.1287961, 7.5588297 47.1284597, 7.5588507 47.1282617))",,,,,yes,parking,no,,,"[5312358275, 5312358276, 5312358277, 5312358278, 5312358279, 5312358280, 5312358281, 2330508323, 2330508322, 5312358282, 5312358283, 5312358284, 5312358275]",,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,node/286905575,286905575,node,99,1884,Rue Centrale,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,http://www.lepiceriemp.ch,POINT (7.0547305 46.2988807),en:Migros,,Villars-sur-Ollon,Mo-Sa 07:30-19:00; Apr 01-Dec 19 Su 09:00-13:00; Dec 20-Mar 31 Su 09:00-18:00,,,,,,,Villars-sur-Ollon,,L'Epicerie MP SA,,,,,,0,,,,,,,,+41 24 495 2186,,,,,,,lepiceriemp.ch/?page_id=25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'Épicerie,http://www.lepiceriemp.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,node/305382465,305382465,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.2235515 46.0967418),en:Migros,,,08:00-18:00; week 39-50 Sa 08:00-17:30; week 39-50 Su off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,node/325804799,325804799,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.2080965 46.1880715),en:Migros,,,Mo-Fr 06:30-18:30; Sa 06:30-17:00,,,,,,,Partner,,,,,,,,,,,,,,,,+41 27 306 38 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,node/612820572,612820572,node,31,1950,Avenue Ritz,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,www.migros.ch,POINT (7.3597285 46.2358664),en:Migros,,Sion,"Mo-Fr 07:30-18:30; Sa 07:30-17:00; Su, PH off",,,,,,,,,,,,,,,,,,,,,,,+41277206500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,node/811027945,811027945,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.9517507 46.2540164),en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,node/838253792,838253792,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.213234 46.0813722),en:Migros,yes,,,,,,,,,Partenaire,,,,,,,,,,,,,,,,+41 27 776 16 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,node/849788487,849788487,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,https://www.migros.ch,POINT (7.3522935 46.2505448),en:Migros,yes,,Mo-Th 07:30-18:30; Fr 07:30-19:30; Sa 07:30-17:00,,,,,,,,,,,,,,,,,,,,,,,+41 27 720 66 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,node/1445887274,1445887274,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.119131 46.1369816),en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,node/1526734479,1526734479,node,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.0159588 46.2503408),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,node/2164514672,2164514672,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.2921413 46.1819559),en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,node/2398356753,2398356753,node,2,1868,Zone Artisanale Entre deux Fossaux,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (6.9563938 46.265381),en:Migros,yes,Collombey,Mo-Th 07:30-18:30; Fr 07:30-21:00; Sa 07:30-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,node/2917030369,2917030369,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.0765572 46.112588),en:Migros,,,"Mo-Th 08:30-18:30, Fr 08:30-20:00, Sa 08:00-17:00",,,,,,,,,Migros,,,,,,,,,,,,,,027 720 68 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,node/4348657190,4348657190,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.143693 46.0792162),,,,Mo-Th 07:30-18:30; Fr 07:30-20:00; Sa 07:30-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,node/4417429699,4417429699,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.0053971 46.2145524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,node/5111530089,5111530089,node,4,1860,Chemin Sous le Grand-Pré,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,https://www.migros.ch,POINT (6.9360883 46.31738),en:Migros,,Aigle,"Mo 09:00-18:30; Tu-Th 08:30-18:30; Fr 08:30-21:00; Sa 08:00-17:00; Su,PH closed",,,,,,,,,Coopérative Migros Vaud,,,,,,,,,,,,,,+41 585735100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,node/5111530090,5111530090,node,4,1860,Chemin Sous le Grand-Pré,,,,,,,Migros,,https://www.migros.ch,POINT (6.9379643 46.3173466),,,Aigle,"Mo 08:30-18:30; Tu-Th 08:00-18:30; Fr 08:00-21:00; Sa 07:30-17:00; Su,PH closed",,restaurant,,,,,,,,,,,,,,,,,,,,,+41 585735180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,node/8263613689,8263613689,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (6.9649242 46.3160052),en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,node/9037951213,9037951213,node,15,1964,Route des Rottes,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.302606 46.2236438),en:Migros,,Conthey,Mo-Th 08:00-18:30; Fr 08:00-21:00; Sa 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,node/9040799789,9040799789,node,14-20,1950,Avenue de France,Migros,Q680727,,,,,Migros,supermarket,www.migros.ch,POINT (7.3555512 46.2287926),en:Migros,,Sion,"Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 08:00-17:00; Su, PH off",,,,,,,,,,,,,,,,,,,,,,,+41277206800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,node/9110247064,9110247064,node,30,1950,Avenue Grand-Champsec,Migros,Q680727,,,,,Migros,supermarket,www.migros.ch,POINT (7.3840997 46.2313877),en:Migros,,Sion,"Mo-Th 07:30-18:30; Fr 07:30-20:00; Sa 07:30-17:00; Su, PH off",,,,,,,,,,,,,,,,,,,,,,,+41277206580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,node/9137127450,9137127450,node,2,1955,Chemin Neuf,Migros,Q680727,,,,,Migros,supermarket,www.migros.ch,POINT (7.2230699 46.2018237),en:Migros,,Chamoson,"Mo-Fr 08:00-12:00,14:00-18:00; Sa 08:00-17:00",,,,,,,Partenaire,,,,,,,,,,,,,,,,+41273062556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,node/9299600732,9299600732,node,38,1907,Rue de Gottefrey,Migros,Q680727,,,,,Migros,supermarket,www.migros.ch,POINT (7.1728465 46.1486723),en:Migros,,Saxon,Mo-Fr 07:00-18:30; Sa 07:00-17:00,,,,,,,,,,,,,,,,,,,,,,,+41 27 720 65 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,way/34604036,34604036,way,,,,Migros,Q680727,,,,,Migros,supermarket,,"POLYGON ((7.0718428 46.1021726, 7.0723084 46.1020578, 7.0722263 46.1018976, 7.0722663 46.1018877, 7.0720268 46.1014207, 7.0719199 46.1012121, 7.0714143 46.1013367, 7.0718428 46.1021726))",en:Migros,,,Mo-Th 08:15-18:30; Fr 08:15-20:00; Sa 08:00-17:00,,,,,,"[401800870, 401800872, 2267393171, 2395798999, 2267393168, 401800871, 401800874, 401800870]",Manoir,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,node/6410203593,6410203593,node,7,1680,Avenue de la Gare,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,https://filialen.migros.ch/fr/supermarche-migros-romont-2,POINT (6.912314 46.6925134),en:Migros,,Romont (FR),Mo-Th 07:00-19:00; Fr 07:00-21:00; Sa 07:00-16:00,,,,,,,,,,,,,,,,,,,,,,,+41 58 573 17 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,dedicated_room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,node/8013973301,8013973301,node,,,,,,,,,,Migros,supermarket,,POINT (7.372984 46.5554416),,,,Mo-Sa 08:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,node/8868545060,8868545060,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.063528 46.6106233),en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,way/245667779,245667779,way,3,3780,Untergstaadstrasse,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((7.2827315 46.4781886, 7.2825442 46.4781187, 7.2824849 46.4781941, 7.2824577 46.4782119, 7.282451 46.4782373, 7.2823918 46.4783127, 7.2825786 46.4783826, 7.2827315 46.4781886))",,,Gstaad,Mo-Th 08:00-18:30; Fr 08:00-20:00; Sa 08:00-17:00,,,,,,"[2528196037, 2528196038, 5996458300, 5996458299, 5996458298, 2528196035, 2528196036, 2528196037]",,yes,,,,,,,,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,way/388677872,388677872,way,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((6.9215152 46.3907215, 6.9214696 46.3904506, 6.921994 46.3904086, 6.9220396 46.3906795, 6.9215152 46.3907215))",,,,,,,,,,"[3918451421, 3918451419, 3918451418, 3918451420, 3918451421]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,node/273529120,273529120,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1920809 46.8468335),en:Migros,yes,,Mo-Th 08:00-19:00;Fr 08:00-21:00;Sa 07:30-16:00;Su off,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,node/291234843,291234843,node,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1443306 46.8006438),,,,Mo-Th 07:30-19:00; Fr 07:30-21:00; Sa 07:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,node/291769947,291769947,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.1614662 46.7759171),en:Migros,yes,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,node/298011050,298011050,node,,,,Migros,Q680727,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.1339387 46.7935758),en:Migros,,,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,node/365929382,365929382,node,,,,Migros,Q680727,,,,,Migros,supermarket,https://www.migros.ch/,POINT (6.9298682 46.991927),fr:Migros,,,"Mo-We,Fr 07:30-19:00; Th 07:30-20:00; Sa 07:30-18:00; PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,node/371216705,371216705,node,110,3018,Bethlehemstrasse,Migros,Q680727,,,,,Migros,,https://filialen.migros.ch/de/migros-supermarkt-bern-stoeckacker,POINT (7.3995709 46.9440366),de:Migros,,Bern,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",,,,,,,Bern Stöckacker,,Genossenschaft Migros Aare,,,,,,,,Migros Stöckacker,,,,,,,,,,,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,node/427655235,427655235,node,,,,Migros,Q680727,,,,,Migros,supermarket,,POINT (7.1226412 46.930168),en:Migros,yes,,,,,,,,,MM,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,node/438261303,438261303,node,43,3012,Zähringerstrasse,Migros,Q680727,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.433628 46.955334),de:Migros,yes,Bern,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,,,,,,Bern Zähringer,,Genossenschaft Migros Aare,,,,,,,CH,Migros Zähringer (MM),wlan,no,,+41 58 567 66 50,MIGROS WiFi,,,2022-11-20,,https://filialen.migros.ch/de/migros-supermarkt-bern-zaehringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,node/571470812,571470812,node,,,,,,,,,,Migros,,,POINT (6.9297761 46.9919262),,limited,,"Mo-We,Fr 07:00-19:00; Th 07:00-20:00; Sa 07:00-18:00",,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,node/613378203,613378203,node,,,,,,postfinance_card,no,no,checkout,Migros,supermarket,,POINT (7.2599354 46.7948759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
