,unique_id,osmid,element_type,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,wheelchair,geometry,opening_hours,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,contact:phone,operator,phone,nodes,building,building:levels,roof:levels,roof:shape,alt_name,branch,website,landuse,level,organic,payment:cash,payment:maestro,toilets:wheelchair,access,amenity,capacity,fee,layer,parking,wikidata,entrance,source,smoking,internet_access,start_date,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:notes,payment:telephone_cards,payment:twint,wheelchair:description,check_date:opening_hours,opening_hours:covid19,kids_area,capacity:disabled,lit,surface,disused:shop,building:roof,payment:postfinance_card,fixme,operator:type,addr:housename,toilets,diet:halal,diet:kosher,post_box:location,description,emergency,emergency:phone,indoor,source:opening_hours,takeaway,addr:place,check_date,bus,ele,highway,network,public_transport,uic_name,uic_ref,operator:wikidata,name:en,internet_access:fee,building:material,roof:colour,maxstay,park_ride,supervised,delivery:covid19,room,maxheight,smoothness,payment:cryptocurrencies,payment:mastercard,payment:visa,end_date,departures_board,access:covid19,changing_table,fax,contact:website,dog,addr:state,opening_hours:url,source:addr,building:part,contact:addr:full,internet_access:ssid,changing_table:location,recycling:batteries,contact:addr,addr:full,addr:street:fr,official_name,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,man_made,surveillance,level:ref,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:diners_club,payment:jcb,addr:suburb,loc_name,post_office:brand
261,way/24253610,24253610,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.6452296 47.2685009, 8.6451014 47.2682648, 8.6451516 47.2682517, 8.6451841 47.2682432, 8.6451242 47.2681293, 8.6451314 47.268093, 8.6451411 47.2680604, 8.6456021 47.2681288, 8.6456688 47.2682516, 8.6457329 47.2683695, 8.6454196 47.2684513, 8.6452787 47.2684881, 8.6452296 47.2685009))",Mo-Sa 08:00-20:00; PH off,Meilen,CH,10,8706,Rosengartenstrasse,,Genossenschaft Migros Zürich,,"[262594525, 2302476657, 2477927791, 2302476656, 2302476655, 1615995535, 1615995505, 262594529, 2392736289, 334293460, 2392736309, 2477927792, 262594525]",commercial,,,,Migros Meilen (MM),Meilen,https://filialen.migros.ch/de/migros-supermarkt-meilen,,,,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,way/25808766,25808766,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((8.7057522 47.2065099, 8.7058024 47.2064722, 8.7054679 47.2062478, 8.7051181 47.2064882, 8.7054936 47.2067404, 8.705793 47.2065344, 8.7057522 47.2065099))","Mo-Fr 07:30-20:00, Sa 07:30-18:00; PH off",Richterswil,CH,4,8805,Schützengass,,Genossenschaft Migros Zürich,+41 44 784 01 93,"[281506733, 413093222, 281506734, 281506735, 281506736, 413093225, 281506733]",retail,2,,,Migros Richterswil,Richterswil,https://filialen.migros.ch/de/migros-supermarkt-richterswil,,,,,,,,,,,,,,,migros.ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,way/27844543,27844543,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.6293161 47.4424307, 8.6293402 47.4425822, 8.6296313 47.4425976, 8.6299771 47.4425623, 8.6302361 47.4425359, 8.6302152 47.4424305, 8.6301305 47.4423264, 8.6299813 47.4421431, 8.6299258 47.4420749, 8.6297064 47.4419862, 8.6295956 47.4421124, 8.6293161 47.4424307))",Mo-Sa 08:00-20:00; PH off,Bassersdorf,,5a,8303,Baltenswilerstrasse,,Genossenschaft Migros Zürich,,"[305705259, 4052329303, 305705261, 4310065656, 305705262, 4052329311, 4310065658, 4310065661, 4052329312, 305705263, 4310065659, 305705259]",commercial,6,,,Migros Bassersdorf (MM),Bassersdorf,https://filialen.migros.ch/de/migros-supermarkt-bassersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,way/32958742,32958742,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((8.6912153 47.3027437, 8.6913292 47.3026371, 8.6912063 47.3025767, 8.6912523 47.3025295, 8.6913148 47.3024752, 8.6913562 47.3024956, 8.6915674 47.302298, 8.6917904 47.3024076, 8.6917648 47.3024316, 8.6919227 47.3025092, 8.6918178 47.3026074, 8.6919142 47.3026548, 8.6916385 47.3029127, 8.6915803 47.3029671, 8.6914454 47.3029008, 8.6914763 47.302872, 8.6912153 47.3027437))",Mo-Sa 08:00-20:00; PH off,Egg b. Zürich,,2,8132,Gewerbestrasse,,Genossenschaft Migros Zürich,,"[371190723, 371190724, 371190725, 4083585944, 371190726, 371190727, 371190728, 1774670812, 1774670823, 371190730, 1774670854, 371190687, 371190686, 371190732, 1774670858, 1774670856, 371190723]",yes,,,,Migros Egg (MM),Egg bei Zürich,https://filialen.migros.ch/de/migros-supermarkt-egg,,,,,,,,,,,,,,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,way/42855908,42855908,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.4364425 47.3542825, 8.4366566 47.354361, 8.4366641 47.3543517, 8.4367196 47.3543721, 8.4367154 47.3543773, 8.436748 47.3543893, 8.4367447 47.3543934, 8.4368504 47.3544322, 8.4369519 47.3543052, 8.4369282 47.3542965, 8.436959 47.3542579, 8.4365749 47.3541169, 8.4364425 47.3542825))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Birmensdorf (ZH),CH,15,8903,Zürcherstrasse,,Genossenschaft Migros Zürich,,"[536387995, 7621750439, 7621750438, 7621750435, 7621750436, 7621750437, 7621750440, 536387998, 536387997, 7621750441, 537524452, 536387996, 536387995]",apartments,5,,,Migros Birmensdorf,Birmensdorf ZH,https://filialen.migros.ch/de/migros-supermarkt-birmensdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,way/50212140,50212140,way,Migros,Q680727,en:Migros,,,,,Migros,supermarket,yes,"POLYGON ((8.5760675 47.3380063, 8.5763338 47.3378394, 8.5761429 47.3376995, 8.5760892 47.3377332, 8.5759676 47.3376442, 8.5759042 47.3376839, 8.5758939 47.3376764, 8.575864 47.3376951, 8.5758933 47.3377165, 8.5758002 47.3377749, 8.5757709 47.3377535, 8.5757447 47.3377699, 8.5760675 47.3380063))",Mo-Sa 08:00-20:00; PH off,Zollikon,CH,100,8702,Rotfluhstrasse,,Genossenschaft Migros Zürich,,"[638293476, 638293478, 638293477, 638294405, 638293475, 5848018193, 638294403, 1499946871, 1499946870, 1499946869, 1499946872, 638293474, 638293476]",yes,,,,Migros Zollikon,Zollikon Dorf,https://filialen.migros.ch/de/migros-supermarkt-zollikon-dorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,way/59263474,59263474,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.7306723 47.5354427, 8.7304318 47.5354649, 8.7304266 47.5354391, 8.7301131 47.5354679, 8.7301184 47.5354937, 8.7300661 47.5354985, 8.7300964 47.5356485, 8.7306147 47.5356008, 8.7306048 47.535552, 8.7306927 47.5355439, 8.7306723 47.5354427))","Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Seuzach,CH,5,8472,Winterthurerstrasse,,Genossenschaft Migros Ostschweiz,,"[734879820, 1528087986, 1528087984, 1528087989, 1528087991, 734879792, 734879768, 1528088012, 1528088003, 734879932, 734879820]",yes,,,,Migros Seuzach,Seuzach,https://filialen.migros.ch/de/migros-supermarkt-seuzach,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,way/164483435,164483435,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.3657174 47.3631269, 8.3663556 47.3633105, 8.3662271 47.3635155, 8.366214 47.3635118, 8.3660908 47.3634746, 8.3660021 47.3636094, 8.366013 47.3636292, 8.3660068 47.3636387, 8.3659646 47.3637027, 8.3659167 47.3636882, 8.3658518 47.3637866, 8.3654478 47.3636643, 8.3654 47.3636333, 8.3657174 47.3631269))",Mo-We 08:00-19:00;Th-Fr 08:00-20:00;Sa 08:00-18:00;PH closed,Berikon,,13,8965,Bellikerstrasse,,Genossenschaft Migros Aare,,"[1761217021, 1761217015, 5081205609, 5081205611, 3027502489, 3027502491, 1761217033, 3027502492, 1761217037, 1761217036, 1761217038, 1761217035, 1716150521, 1761217021]",yes,,,,Migros Mutschellen,Berikon Mutschellen,https://filialen.migros.ch/de/migros-supermarkt-berikon-mutschellen,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,way/178988286,178988286,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.5923794 47.5102892, 8.5923558 47.5098922, 8.5912485 47.5099222, 8.591264 47.5101817, 8.5910889 47.5101864, 8.5910971 47.5103241, 8.5923794 47.5102892))",Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off,Embrach,,17,8424,Bülacherstrasse,,Genossenschaft Migros Ostschweiz,+41 43 266 45 11,"[1893309072, 1893309064, 1893309066, 1893309070, 1893309068, 1893309074, 1893309072]",retail,,,,Migros Embrach (MM),Embrach,https://filialen.migros.ch/de/migros-supermarkt-embrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,way/183423030,183423030,way,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((8.6214478 47.4193942, 8.6214446 47.4193624, 8.6214121 47.4193638, 8.6214013 47.4192558, 8.62141 47.4192554, 8.6213971 47.4191276, 8.6216369 47.4191165, 8.6216323 47.4190707, 8.6217555 47.4190651, 8.6217733 47.4192422, 8.6216442 47.4192481, 8.6216547 47.4193532, 8.6216238 47.4193547, 8.6216269 47.419386, 8.6214478 47.4193942))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Dietlikon,,2,8305,Pappelstrasse,,Genossenschaft Migros Zürich,,"[1937932213, 7711117694, 7711117695, 7711117692, 7711117693, 1937932163, 1937932193, 1937932206, 1937932219, 1937932104, 1937932120, 7711117691, 7711117690, 1937932166, 1937932213]",retail,1,,,Migros Dietlikon,Dietlikon Brunnenwiese,https://filialen.migros.ch/de/migros-supermarkt-dietlikon-brunnenwiese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,way/195438529,195438529,way,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,"POLYGON ((8.4468559 47.3987033, 8.4468621 47.3983546, 8.4474072 47.3983397, 8.4474654 47.3983693, 8.4473503 47.3984521, 8.4473066 47.3984498, 8.4472892 47.3985099, 8.4473309 47.3985108, 8.4473602 47.398589, 8.4473083 47.3987568, 8.4468559 47.3987033))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Schlieren,CH,5,8952,Güterstrasse,,Genossenschaft Migros Zürich,+41 44 732 90 30,"[2058886803, 2058886816, 2058886789, 3681157601, 3681157603, 2058886812, 3681157605, 2058886814, 2058886810, 2058886799, 2058886803]",,,,,Migros Schlieren Zentrum,Schlieren Zentrum,https://filialen.migros.ch/de/migros-supermarkt-schlieren-zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parkside Schlieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,way/233903441,233903441,way,Migros,Q680727,,,,,,Migros,supermarket,yes,"POLYGON ((8.7403929 47.4948728, 8.7404341 47.4947753, 8.7404507 47.4947326, 8.7404238 47.4947279, 8.7404753 47.4944687, 8.7404116 47.4944698, 8.7403404 47.4946446, 8.740025 47.4945845, 8.7399509 47.4946065, 8.7398791 47.4947816, 8.7395673 47.4947249, 8.7394011 47.4947707, 8.7394134 47.4947909, 8.7395878 47.4948254, 8.7395979 47.4948009, 8.7397917 47.4948382, 8.7397793 47.4948659, 8.7398152 47.4948728, 8.7400433 47.4949167, 8.7400543 47.4948883, 8.7402518 47.4949244, 8.7402407 47.4949515, 8.7402753 47.4949587, 8.740504 47.4949984, 8.7405138 47.4949737, 8.7407464 47.4950147, 8.7407754 47.4949461, 8.7403929 47.4948728))","Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Winterthur,,9,8400,Pflanzschulstrasse,,Genossenschaft Migros Ostschweiz,,"[7746205989, 5666137893, 1217358961, 82562820, 6269135167, 2422195647, 2422195669, 2422195662, 2422195667, 7746177978, 7746205985, 7746205988, 6269135176, 7746205987, 7746205986, 7746177984, 7746177983, 7746177982, 7746177981, 7746177980, 7746177979, 2422195701, 6269135161, 7746205990, 82562818, 2422195708, 7746205991, 7746205989]",retail,1,,flat,Migros Deutweg,Winterthur Deutweg,https://filialen.migros.ch/de/migros-supermarkt-winterthur-deutweg,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,2021-02-25,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,way/277721221,277721221,way,,,,,,,,Migros,,,"POLYGON ((8.4367774 47.3960249, 8.4367836 47.3958476, 8.4372858 47.3958747, 8.4372765 47.3959477, 8.4374816 47.3959595, 8.4374645 47.3960541, 8.4367774 47.3960249))",,,,,,,,,,"[2821877907, 2821877908, 2821877909, 2821877910, 2821877911, 2821877912, 2821877907]",,,,,,,,,,,,,,customers,parking,,no,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,way/609946515,609946515,way,Migros,Q680727,de:Migros,,,,,Migros,supermarket,,"POLYGON ((8.4785219 47.1919267, 8.4785574 47.1919391, 8.4786093 47.1918707, 8.4787057 47.1917435, 8.4785888 47.1917026, 8.4788207 47.1913968, 8.4776235 47.1909774, 8.4772949 47.1914107, 8.4774656 47.1914708, 8.4776022 47.1915183, 8.4775154 47.1916325, 8.477571 47.1916522, 8.4777322 47.1917086, 8.4777897 47.1917288, 8.4778593 47.191637, 8.4781585 47.1917418, 8.4780889 47.1918336, 8.4781777 47.1918647, 8.4782359 47.1918851, 8.4784868 47.1919729, 8.4785219 47.1919267))","Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off; Nov 1 off",Steinhausen,,40,6312,Hinterbergstrasse,,Genossenschaft Migros Luzern,,"[5768585101, 5768585100, 5768585114, 655312409, 655312406, 6900205307, 6900205306, 5768585088, 5768585090, 9404536796, 5768585094, 5768585096, 5768585098, 5776911393, 5776911392, 5776911391, 5776911390, 5768585113, 5768585116, 5768585102, 5768585101]",,,,,Migros Zugerland (MMM),Steinhausen Zugerland,https://filialen.migros.ch/de/migros-supermarkt-steinhausen-zugerland,,1,yes,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,room,,,,,,,,,,,,,,,,,,,,no,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,node/453138896,453138896,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (8.2558575 47.5741296),"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Döttingen,CH,17,5312,Hauptstrasse,,Genossenschaft Migros Aare,,,,,,,Migros Döttingen,Döttingen,https://filialen.migros.ch/de/migros-supermarkt-doettingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,node/704656423,704656423,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,POINT (8.6340912 47.6988386),"Mo-Fr 07:30-19:30, Sa 07:30-18:00; PH off",Schaffhausen,,56-58,8200,Bahnhofstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Schaffhausen (MM),Schaffhausen Vorstadt,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-vorstadt,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,node/1454517274,1454517274,node,Migros,Q680727,de:Migros,,,,,Migros,supermarket,yes,POINT (8.6637223 47.7202328),"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off",Schaffhausen,,4,8207,Stüdliackerstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Herblinger-Markt (MMM),Schaffhausen Herblinger-Markt,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-herblinger-markt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,node/2065517375,2065517375,node,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (8.7066278 47.7488071),"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Thayngen,,30,8240,Biberstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Thayngen,Thayngen,https://filialen.migros.ch/de/migros-supermarkt-thayngen,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,node/2102717803,2102717803,node,Migros,Q680727,,,,,,Migros,supermarket,yes,POINT (8.6885448 47.6017772),Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off,Kleinandelfingen,,4,8451,Weinlandstrasse,,Genossenschaft Migros Ostschweiz,,,,,,,Migros Andelfingen,Kleinandelfingen,https://filialen.migros.ch/de/migros-supermarkt-andelfingen,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,node/3881549786,3881549786,node,,,,,,,,Migros,,,POINT (8.2963395 47.585765),,,,,,,,,,,,,,,,,,,,,,,,customers,parking,,no,,underground,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,node/6587016679,6587016679,node,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,POINT (8.5133669 47.5805116),Mo-Sa 08:00-20:00; PH off,Eglisau,,16,8193,Bauelenzelgstrasse,,Genossenschaft Migros Zürich,,,,,,,Migros Eglisau Nord,Eglisau Nord,https://filialen.migros.ch/de/migros-supermarkt-eglisau-nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,way/167061778,167061778,way,Migros,Q680727,,,,,,Migros,supermarket,limited,"POLYGON ((8.6539667 47.6992186, 8.6539571 47.6990826, 8.6542548 47.6990853, 8.6542556 47.6990983, 8.6547514 47.6990808, 8.6547631 47.6992306, 8.6547215 47.6992577, 8.6542516 47.6992741, 8.6542466 47.6992089, 8.6539667 47.6992186))","Mo-Fr 08:00-20:00, Sa 08:00-18:30; PH off",Schaffhausen,,2,8203,Dürstlingweg,,Genossenschaft Migros Ostschweiz,,"[1784682889, 1784682861, 2063453548, 2063453436, 2063453541, 4064751187, 1784682908, 1784682900, 1788442023, 1784682889]",yes,,,,Migros Buchthalen,Schaffhausen Buchthalen,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-buchthalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,way/242351366,242351366,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((8.61958 47.706455, 8.6195911 47.7063021, 8.6201176 47.7063195, 8.6201161 47.7063394, 8.6201882 47.7063417, 8.6201799 47.7064555, 8.6200079 47.7064498, 8.6200074 47.7064561, 8.6199626 47.7064546, 8.619963 47.7064483, 8.6197987 47.7064429, 8.6197973 47.7064622, 8.61958 47.706455))",Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Schaffhausen,,79,8200,Hohlenbaumstrasse,,Genossenschaft Migros Ostschweiz,+41 52 632 05 71,"[2498402703, 2498402704, 9385921269, 9385921268, 2498402705, 2498402706, 9385921266, 9385921265, 9385921264, 9385921267, 2498402707, 2498402708, 2498402703]",yes,,,,Migros Breite,Schaffhausen Breite,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-breite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,way/256088165,256088165,way,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,yes,"POLYGON ((8.504196 47.6903139, 8.5042035 47.6902877, 8.5042371 47.6901707, 8.5043708 47.6901881, 8.5043763 47.6901795, 8.5044956 47.6901959, 8.5044995 47.6901832, 8.5046237 47.6902003, 8.504631 47.6901893, 8.5047591 47.690206, 8.5047618 47.6901964, 8.5048781 47.6902116, 8.5048252 47.6903958, 8.504196 47.6903139))",Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Neunkirch,,4,8213,Löhningerstrasse,,Genossenschaft Migros Ostschweiz,,"[2617839781, 8205742468, 2617839783, 2617839785, 2617839787, 2617839789, 2617839791, 2617839793, 2617839795, 2617839797, 2617839799, 2617839801, 2617839804, 2617839781]",yes,,,,Migros Neunkirch,Neunkirch,https://filialen.migros.ch/de/migros-supermarkt-neunkirch,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,way/282407425,282407425,way,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,,"POLYGON ((8.7519323 47.6861251, 8.7524599 47.6859467, 8.7524127 47.6858834, 8.7523433 47.6859069, 8.7523189 47.6858717, 8.752231 47.685898, 8.7522624 47.6859409, 8.7522328 47.6859509, 8.7522013 47.6859087, 8.7521176 47.685937, 8.7521485 47.6859785, 8.7521185 47.6859886, 8.7520888 47.6859489, 8.7520131 47.6859747, 8.7520408 47.6860193, 8.7519975 47.6860339, 8.7519641 47.6859891, 8.7518907 47.6860139, 8.7519217 47.6860555, 8.7518888 47.6860666, 8.7518863 47.6860661, 8.7519323 47.6861251))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Diessenhofen,CH,15,8253,Bahnhofstrasse,,Genossenschaft Migros Ostschweiz,,"[2863178278, 2863178279, 2863178280, 2863178281, 2863178282, 2863178283, 2863178297, 2863178284, 2863178285, 2863178296, 2863178295, 2863178286, 2863178287, 2863178298, 2863178294, 2863178288, 2863178289, 2863178293, 2863178290, 2863178291, 2863178292, 2863178278]",yes,,,,Migros Diessenhofen,Diessenhofen,https://filialen.migros.ch/de/migros-supermarkt-diessenhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,way/384800044,384800044,way,Migros,Q680727,en:Migros,,,,,Migros,supermarket,yes,"POLYGON ((8.2963208 47.585968, 8.2963596 47.5860027, 8.2964657 47.5859544, 8.2963771 47.5858694, 8.2964281 47.5858477, 8.2963395 47.585765, 8.29585 47.585389, 8.2955457 47.5855022, 8.2956018 47.5855603, 8.2955698 47.5855745, 8.2960808 47.5860837, 8.2962195 47.5860168, 8.2963208 47.585968))","Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Bad Zurzach,CH,10,5330,Promenadestrasse,,Genossenschaft Migros Aare,+41 58 567 27 00,"[3881549769, 3881549795, 3881549770, 3881549771, 3881549772, 3881549786, 3881549774, 3881549776, 4988436995, 3881549777, 3881549778, 4988563603, 3881549769]",commercial,,,,Migros Bad Zurzach (MM),Bad Zurzach,https://filialen.migros.ch/de/migros-supermarkt-bad-zurzach,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
