,unique_id,osmid,element_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,contact:phone,name,operator,shop,wheelchair,geometry,opening_hours,phone,nodes,building,amenity,building:levels,roof:levels,roof:shape,alt_name,branch,website,smoking,source,landuse,level,organic,payment:cash,payment:maestro,toilets:wheelchair,access,capacity,fee,layer,parking,wikidata,start_date,entrance,capacity:disabled,lit,surface,disused:shop,internet_access,addr:housename,toilets,bus,highway,public_transport,name:it,addr:suburb,toilets:access,wheelchair:description,check_date:opening_hours,opening_hours:covid19,payment:twint,payment:coins,payment:contactless,payment:credit_cards,payment:debit_cards,payment:notes,payment:telephone_cards,kids_area,payment:postfinance_card,addr:place,maxheight,building:roof,fixme,operator:type,maxstay,ele,diet:halal,diet:kosher,post_box:location,internet_access:fee,description,emergency,emergency:phone,building:material,roof:colour,indoor,delivery:covid19,room,source:opening_hours,takeaway,check_date,network,uic_name,uic_ref,operator:wikidata,name:en,smoothness,contact:website,park_ride,supervised,payment:cryptocurrencies,payment:mastercard,payment:visa,name:de,building:part,departures_board,dog,loc_name,end_date,access:covid19,changing_table,fax,addr:state,post_office,post_office:brand,contact:addr:full,internet_access:ssid,recycling:batteries,contact:addr,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,recycling:electrical_appliances,level:ref,opening_hours:url,covered,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,payment:american_express,payment:diners_club,payment:jcb,source:addr,changing_table:location,addr:full,addr:street:fr,official_name,man_made,surveillance
283,node/3077355645,3077355645,node,Dübendorf,CH,83,8600,Neugutstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.6035456 47.4010731),"Mo-Fr 09:00-20:00, Sa 09:00-18:00; PH off",+41 44 820 43 01,,,,,,,Migros Dübendorf Hochbord,Dübendorf Hochbord,https://filialen.migros.ch/de/migros-supermarkt-duebendorf-hochbord-nord,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,node/3086649248,3086649248,node,Oberengstringen,,2,8102,,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.46322 47.4084789),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Oberengstringen,Oberengstringen,https://filialen.migros.ch/de/migros-supermarkt-oberengstringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,node/3381351765,3381351765,node,Opfikon,CH,106,8152,Thurgauerstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.557843 47.4211326),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Glattpark,Opfikon Glattpark,https://filialen.migros.ch/de/migros-supermarkt-opfikon-glattpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,node/3503429368,3503429368,node,Zürich,CH,101,8005,Pfingstweidstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.5086792 47.3901062),"Mo-Fr 07:00-19:00, Sa 08:00-16:00; PH off",,,,,,,,Migros Herdern,Zürich Herdern,https://filialen.migros.ch/de/migros-supermarkt-zuerich-herdern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,node/3566917455,3566917455,node,Schlieren,,57,8952,Badenerstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.4378172 47.3960944),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",+41 44 730 18 11,,,,,,,Migros Schlieren Kesslerplatz,Schlieren Kesslerplatz,https://filialen.migros.ch/de/migros-supermarkt-schlieren-kesslerplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,node/3721143528,3721143528,node,Zürich,CH,23,8041,Leimbachstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5190003 47.3359942),Mo-Sa 07:30-20:00; PH off,,,,,,,,Migros Leimbach Sihlbogen,Zürich Leimbach-Sihlbogen,https://filialen.migros.ch/de/migros-supermarkt-zuerich-leimbach-sihlbogen,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,node/3812339377,3812339377,node,Gebenstorf,,2,5412,Wambisterstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Aare,supermarket,,POINT (8.2444306 47.4899894),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Gebenstorf,Gebenstorf,https://filialen.migros.ch/de/migros-supermarkt-gebenstorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,node/3849759581,3849759581,node,Spreitenbach,,,8957,,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Aare,supermarket,yes,POINT (8.3691199 47.4232924),"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",,,,,,,,Migros Tivoli (MMM),Spreitenbach Tivoli,https://filialen.migros.ch/de/migros-supermarkt-spreitenbach-tivoli,,,,1;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,node/3849871086,3849871086,node,Spreitenbach,,,8957,,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Aare,supermarket,,POINT (8.3676957 47.4221595),"Mo-Fr 09:00-20:00, Sa 08:00-20:00; PH off",,,,,,,,Migros Spreitenbach (MM),Spreitenbach Shoppi,https://filialen.migros.ch/de/migros-supermarkt-spreitenbach,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 09:00-19:00, Sa 08:00-19:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,node/3881549786,3881549786,node,,,,,,,,,,,,,,Migros,,,,POINT (8.2963395 47.585765),,,,,parking,,,,,,,,,,,,,,,customers,,no,,underground,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,node/4424654362,4424654362,node,Zürich,CH,,8001,,Migros,Q680727,en:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5404169 47.3782902),"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",,,,,,,,Migros Hauptbahnhof,Zürich HB,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hauptbahnhof,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hauptbahnhof, Halle Landesmuseum",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,node/4424939155,4424939155,node,Zürich,CH,,8001,,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5394102 47.3770315),"Mo-Fr 06:30-20:00; PH,Sa-Su 08:00-20:00",,,,,,,,Migros ShopVilleMärt,Zürich ShopVilleMärt,https://filialen.migros.ch/de/migros-supermarkt-zuerich-shopvillemaert,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ShopVille,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,node/4827130190,4827130190,node,Zürich,CH,363,8047,Albisriederstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.485718 47.3752033),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Pünt Albisrieden,Zürich Albisrieden-Pünt,https://filialen.migros.ch/de/migros-supermarkt-zuerich-puent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,node/4827131028,4827131028,node,Zürich,CH,2-4,8006,Winterthurerstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5486931 47.3859928),Mo-Sa 08:00-21:00; PH off,,,,,,,,Migros Rigiplatz,Zürich Rigiplatz,https://filialen.migros.ch/de/migros-supermarkt-zuerich-rigiplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,node/5274359340,5274359340,node,Bülach,,85,8180,Feldstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.5407826 47.5102979),Mo-Sa 08:00-21:00; PH off,,,,,,,,Migros Bülach Süd (MMM),Bülach Süd Center,https://filialen.migros.ch/de/migros-supermarkt-buelach-sued,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,node/6238261157,6238261157,node,Mellingen,,50,5507,Lenzburgerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,+41 585676800,Migros,Genossenschaft Migros Aare,supermarket,,POINT (8.2668592 47.4132639),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Mellingen,Mellingen,https://filialen.migros.ch/de/migros-supermarkt-mellingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,node/6445018241,6445018241,node,Uitikon Waldegg,,8,8142,Zürcherstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4630252 47.368409),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Uitikon Waldegg,Uitikon Waldegg,https://filialen.migros.ch/de/migros-supermarkt-uitikon-waldegg-2,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,node/6528175567,6528175567,node,Schlieren,,14,8952,Rietbachstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.4348439 47.4007491),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Rietbach (MM),Schlieren Rietbach,https://filialen.migros.ch/de/migros-supermarkt-schlieren-rietbach,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,node/6551162306,6551162306,node,Zürich,CH,,8001,,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,yes,POINT (8.5359062 47.3783949),"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",,,,,,,,Migros HB Sihlquai,Zürich HB Sihlquai,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hb-sihlquai,,,,-1,,,,,,,,,,,2018-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hauptbahnhof, Passage Sihlquai",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,node/6587016679,6587016679,node,Eglisau,,16,8193,Bauelenzelgstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.5133669 47.5805116),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Eglisau Nord,Eglisau Nord,https://filialen.migros.ch/de/migros-supermarkt-eglisau-nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,node/7306625863,7306625863,node,,,,,,,,,,,,,,Migros,PAG,,,POINT (8.2724091 47.3495349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,stop_position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A-Welle,"Wohlen AG, Migros",8572621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,node/7380954135,7380954135,node,Pfungen,,1,8422,Weiacherstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,POINT (8.6498136 47.5173965),"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,,,,,,,Migros Pfungen,Pfungen,https://filialen.migros.ch/de/migros-supermarkt-pfungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,node/7503094045,7503094045,node,Regensdorf,,,8105,,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.4688224 47.4312604),Mo-Sa 08:00-20:00; PH off,,,,,,,,Migros Regensdorf (MMM),Regensdorf Zentrum,https://filialen.migros.ch/de/migros-supermarkt-regensdorf-zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zentrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,node/7744517904,7744517904,node,Seon,,21,5703,Unterdorfstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Aare,supermarket,,POINT (8.1612756 47.347822),Mo-Fr 08:00-19:00; Th 08:00-20:00; Sa 07:30-18:00; PH off,,,,,,,,Migros Seon,Seon,https://filialen.migros.ch/de/migros-supermarkt-seon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,node/8286494178,8286494178,node,Dübendorf,,5,8600,Am Stadtrand,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,,POINT (8.5970455 47.3968758),Mo-Sa 07:30-20:00; PH off,,,,,,,,Migros Stettbach,Dübendorf Stettbach,https://filialen.migros.ch/de/migros-supermarkt-duebendorf-stettbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,way/27844543,27844543,way,Bassersdorf,,5a,8303,Baltenswilerstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.6293161 47.4424307, 8.6293402 47.4425822, 8.6296313 47.4425976, 8.6299771 47.4425623, 8.6302361 47.4425359, 8.6302152 47.4424305, 8.6301305 47.4423264, 8.6299813 47.4421431, 8.6299258 47.4420749, 8.6297064 47.4419862, 8.6295956 47.4421124, 8.6293161 47.4424307))",Mo-Sa 08:00-20:00; PH off,,"[305705259, 4052329303, 305705261, 4310065656, 305705262, 4052329311, 4310065658, 4310065661, 4052329312, 305705263, 4310065659, 305705259]",commercial,,6,,,Migros Bassersdorf (MM),Bassersdorf,https://filialen.migros.ch/de/migros-supermarkt-bassersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,way/42855908,42855908,way,Birmensdorf (ZH),CH,15,8903,Zürcherstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.4364425 47.3542825, 8.4366566 47.354361, 8.4366641 47.3543517, 8.4367196 47.3543721, 8.4367154 47.3543773, 8.436748 47.3543893, 8.4367447 47.3543934, 8.4368504 47.3544322, 8.4369519 47.3543052, 8.4369282 47.3542965, 8.436959 47.3542579, 8.4365749 47.3541169, 8.4364425 47.3542825))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,"[536387995, 7621750439, 7621750438, 7621750435, 7621750436, 7621750437, 7621750440, 536387998, 536387997, 7621750441, 537524452, 536387996, 536387995]",apartments,,5,,,Migros Birmensdorf,Birmensdorf ZH,https://filialen.migros.ch/de/migros-supermarkt-birmensdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,way/50212140,50212140,way,Zollikon,CH,100,8702,Rotfluhstrasse,Migros,Q680727,en:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.5760675 47.3380063, 8.5763338 47.3378394, 8.5761429 47.3376995, 8.5760892 47.3377332, 8.5759676 47.3376442, 8.5759042 47.3376839, 8.5758939 47.3376764, 8.575864 47.3376951, 8.5758933 47.3377165, 8.5758002 47.3377749, 8.5757709 47.3377535, 8.5757447 47.3377699, 8.5760675 47.3380063))",Mo-Sa 08:00-20:00; PH off,,"[638293476, 638293478, 638293477, 638294405, 638293475, 5848018193, 638294403, 1499946871, 1499946870, 1499946869, 1499946872, 638293474, 638293476]",yes,,,,,Migros Zollikon,Zollikon Dorf,https://filialen.migros.ch/de/migros-supermarkt-zollikon-dorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,way/164483435,164483435,way,Berikon,,13,8965,Bellikerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Aare,supermarket,yes,"POLYGON ((8.3657174 47.3631269, 8.3663556 47.3633105, 8.3662271 47.3635155, 8.366214 47.3635118, 8.3660908 47.3634746, 8.3660021 47.3636094, 8.366013 47.3636292, 8.3660068 47.3636387, 8.3659646 47.3637027, 8.3659167 47.3636882, 8.3658518 47.3637866, 8.3654478 47.3636643, 8.3654 47.3636333, 8.3657174 47.3631269))",Mo-We 08:00-19:00;Th-Fr 08:00-20:00;Sa 08:00-18:00;PH closed,,"[1761217021, 1761217015, 5081205609, 5081205611, 3027502489, 3027502491, 1761217033, 3027502492, 1761217037, 1761217036, 1761217038, 1761217035, 1716150521, 1761217021]",yes,,,,,Migros Mutschellen,Berikon Mutschellen,https://filialen.migros.ch/de/migros-supermarkt-berikon-mutschellen,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,way/178988286,178988286,way,Embrach,,17,8424,Bülacherstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Ostschweiz,supermarket,yes,"POLYGON ((8.5923794 47.5102892, 8.5923558 47.5098922, 8.5912485 47.5099222, 8.591264 47.5101817, 8.5910889 47.5101864, 8.5910971 47.5103241, 8.5923794 47.5102892))",Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off,+41 43 266 45 11,"[1893309072, 1893309064, 1893309066, 1893309070, 1893309068, 1893309074, 1893309072]",retail,,,,,Migros Embrach (MM),Embrach,https://filialen.migros.ch/de/migros-supermarkt-embrach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,way/183423030,183423030,way,Dietlikon,,2,8305,Pappelstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,,Migros,Genossenschaft Migros Zürich,supermarket,,"POLYGON ((8.6214478 47.4193942, 8.6214446 47.4193624, 8.6214121 47.4193638, 8.6214013 47.4192558, 8.62141 47.4192554, 8.6213971 47.4191276, 8.6216369 47.4191165, 8.6216323 47.4190707, 8.6217555 47.4190651, 8.6217733 47.4192422, 8.6216442 47.4192481, 8.6216547 47.4193532, 8.6216238 47.4193547, 8.6216269 47.419386, 8.6214478 47.4193942))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",,"[1937932213, 7711117694, 7711117695, 7711117692, 7711117693, 1937932163, 1937932193, 1937932206, 1937932219, 1937932104, 1937932120, 7711117691, 7711117690, 1937932166, 1937932213]",retail,,1,,,Migros Dietlikon,Dietlikon Brunnenwiese,https://filialen.migros.ch/de/migros-supermarkt-dietlikon-brunnenwiese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,way/195438529,195438529,way,Schlieren,CH,5,8952,Güterstrasse,Migros,Q680727,de:Migros,,,,,,Migros,Genossenschaft Migros Zürich,supermarket,yes,"POLYGON ((8.4468559 47.3987033, 8.4468621 47.3983546, 8.4474072 47.3983397, 8.4474654 47.3983693, 8.4473503 47.3984521, 8.4473066 47.3984498, 8.4472892 47.3985099, 8.4473309 47.3985108, 8.4473602 47.398589, 8.4473083 47.3987568, 8.4468559 47.3987033))","Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",+41 44 732 90 30,"[2058886803, 2058886816, 2058886789, 3681157601, 3681157603, 2058886812, 3681157605, 2058886814, 2058886810, 2058886799, 2058886803]",,,,,,Migros Schlieren Zentrum,Schlieren Zentrum,https://filialen.migros.ch/de/migros-supermarkt-schlieren-zentrum,,,,,,,,,,,,,,,,,,,,,,Parkside Schlieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,way/197187163,197187163,way,Windisch,,35,5210,Bachmattstrasse,Migros,Q680727,en:Migros,,,,,+41 58 567 22 00,Migros,Genossenschaft Migros Aare,supermarket,,"POLYGON ((8.2131292 47.4750231, 8.2127177 47.4746711, 8.2127421 47.4746608, 8.2126261 47.4745616, 8.2124812 47.4746451, 8.2125195 47.4746747, 8.2123163 47.4747848, 8.2123379 47.4747989, 8.2122331 47.474848, 8.2127008 47.4752559, 8.2131292 47.4750231))",Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00; PH off,,"[2074715210, 2074715205, 2186931866, 2186931860, 2186931853, 2186931858, 2074715203, 2074715184, 2074715190, 2186931864, 2074715210]",yes,,,,,Migros Windisch,Windisch,https://filialen.migros.ch/de/migros-supermarkt-windisch,,,,,,,,,,,,,,,,,,,,,,Migros Windisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://filialen.migros.ch/de/migros-supermarkt-windisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,way/277721221,277721221,way,,,,,,,,,,,,,,Migros,,,,"POLYGON ((8.4367774 47.3960249, 8.4367836 47.3958476, 8.4372858 47.3958747, 8.4372765 47.3959477, 8.4374816 47.3959595, 8.4374645 47.3960541, 8.4367774 47.3960249))",,,"[2821877907, 2821877908, 2821877909, 2821877910, 2821877911, 2821877912, 2821877907]",,parking,,,,,,,,,,,,,,,customers,,no,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,way/384800044,384800044,way,Bad Zurzach,CH,10,5330,Promenadestrasse,Migros,Q680727,en:Migros,,,,,,Migros,Genossenschaft Migros Aare,supermarket,yes,"POLYGON ((8.2963208 47.585968, 8.2963596 47.5860027, 8.2964657 47.5859544, 8.2963771 47.5858694, 8.2964281 47.5858477, 8.2963395 47.585765, 8.29585 47.585389, 8.2955457 47.5855022, 8.2956018 47.5855603, 8.2955698 47.5855745, 8.2960808 47.5860837, 8.2962195 47.5860168, 8.2963208 47.585968))","Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",+41 58 567 27 00,"[3881549769, 3881549795, 3881549770, 3881549771, 3881549772, 3881549786, 3881549774, 3881549776, 4988436995, 3881549777, 3881549778, 4988563603, 3881549769]",commercial,,,,,Migros Bad Zurzach (MM),Bad Zurzach,https://filialen.migros.ch/de/migros-supermarkt-bad-zurzach,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
