,unique_id,osmid,element_type,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,brand,brand:wikidata,brand:wikipedia,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,name:de,opening_hours,operator,phone,shop,geometry,wheelchair,access,amenity,fee,layer,parking,branch,nodes,building,toilets:wheelchair,alt_name,ele,website,diet:halal,diet:kosher,internet_access,check_date:opening_hours,payment:cash,payment:debit_cards,entrance,level,source,opening_hours:covid19,payment:coins,payment:credit_cards,fixme,addr:place,indoor,payment:twint,bus,highway,network,public_transport,uic_name,uic_ref,wheelchair:description,access:covid19,changing_table,organic,fax,contact:phone,addr:state,building:roof,addr:housename,contact:website,smoothness,surface,payment:cryptocurrencies,payment:maestro,payment:mastercard,payment:postfinance_card,payment:visa,start_date,capacity:disabled,maxstay,source:opening_hours,takeaway,check_date,capacity,operator:wikidata,name:en,building:material,roof:colour,building:levels,roof:shape,roof:levels,park_ride,supervised,post_box:location,kids_area,internet_access:fee,description,emergency,emergency:phone,delivery:covid19,room,wikidata,lit,disused:shop,operator:type,payment:contactless,toilets,payment:notes,payment:telephone_cards,toilets:access,smoking,landuse
88,way/195274340,195274340,way,Reiden,,52,6260,Hauptstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Luzern,,supermarket,"POLYGON ((7.9717412 47.248587, 7.9710294 47.2484709, 7.9711335 47.2481767, 7.9717553 47.248278, 7.9716903 47.2484616, 7.9717803 47.2484763, 7.9717412 47.248587))",yes,,,,,,Reiden,"[2057451688, 2057451667, 2057451621, 2057451638, 2057451664, 2057451668, 2057451688]",yes,no,Migros Reiden,,https://filialen.migros.ch/de/migros-supermarkt-reiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,way/197187163,197187163,way,Windisch,,35,5210,Bachmattstrasse,Migros,Q680727,en:Migros,,,,,Migros,,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Aare,,supermarket,"POLYGON ((8.2131292 47.4750231, 8.2127177 47.4746711, 8.2127421 47.4746608, 8.2126261 47.4745616, 8.2124812 47.4746451, 8.2125195 47.4746747, 8.2123163 47.4747848, 8.2123379 47.4747989, 8.2122331 47.474848, 8.2127008 47.4752559, 8.2131292 47.4750231))",,,,,,,Windisch,"[2074715210, 2074715205, 2186931866, 2186931860, 2186931853, 2186931858, 2074715203, 2074715184, 2074715190, 2186931864, 2074715210]",yes,,Migros Windisch,,https://filialen.migros.ch/de/migros-supermarkt-windisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,+41 58 567 22 00,,,Migros Windisch,https://filialen.migros.ch/de/migros-supermarkt-windisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,way/207792546,207792546,way,Reinach AG,CH,6,5734,Sandgasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,"POLYGON ((8.1815687 47.2574426, 8.1811487 47.258045, 8.1815483 47.2581733, 8.1816835 47.2582167, 8.1817302 47.2581449, 8.1818726 47.2581376, 8.1820119 47.257933, 8.1818956 47.2577273, 8.1819091 47.2577068, 8.181816 47.2575247, 8.1817783 47.2575121, 8.1818021 47.2574724, 8.1816842 47.257435, 8.1817513 47.2573395, 8.181682 47.2573182, 8.1815911 47.2574497, 8.1815687 47.2574426))",yes,,,,,,Reinach AG,"[2180417626, 2180417675, 8206966249, 2180417678, 2180417677, 2180417676, 2180417674, 2180417669, 2180417667, 2180417645, 2180417641, 2180417634, 2180417623, 2180417596, 2180417595, 2180417629, 2180417626]",commercial,,Migros Reinach AG (MM),,https://filialen.migros.ch/de/migros-supermarkt-reinach-ag,,,,,,,,,AGIS OF2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,way/210282424,210282424,way,Menziken,CH,8,5737,Sagiweg,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off",Genossenschaft Migros Aare,,supermarket,"POLYGON ((8.1864445 47.2413837, 8.1864445 47.2414667, 8.1864074 47.2414508, 8.1863659 47.2414791, 8.186291 47.2415745, 8.1863054 47.2415794, 8.1862242 47.2416658, 8.1866322 47.2418477, 8.1867284 47.2417328, 8.1868033 47.2416374, 8.1868924 47.2415264, 8.1865234 47.2413939, 8.1865234 47.2413818, 8.1864445 47.2413837))",,,,,,,Menziken,"[2203703761, 2203703778, 2203703769, 2203703787, 5212877974, 2203703826, 2203703848, 2203703883, 5212877975, 5212877976, 2203703794, 2203703765, 2203703759, 2203703761]",yes,,Migros Menziken,,https://filialen.migros.ch/de/migros-supermarkt-menziken,,,,,,,,,AGIS OF2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,way/309758131,309758131,way,,,,,,,,,,,,,Migros,,,,,,"POLYGON ((8.0082206 47.4053366, 8.008436 47.4051003, 8.008815 47.4052586, 8.0085996 47.4054949, 8.0082206 47.4053366))",,,,,,,,"[3150894180, 3150894181, 3150894182, 3150894183, 3150894180]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,node/453138896,453138896,node,Döttingen,CH,17,5312,Hauptstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,,supermarket,POINT (8.2558575 47.5741296),yes,,,,,,Döttingen,,,,Migros Döttingen,,https://filialen.migros.ch/de/migros-supermarkt-doettingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,node/3881549786,3881549786,node,,,,,,,,,,,,,Migros,,,,,,POINT (8.2963395 47.585765),,customers,parking,no,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,way/384800044,384800044,way,Bad Zurzach,CH,10,5330,Promenadestrasse,Migros,Q680727,en:Migros,,,,,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Aare,+41 58 567 27 00,supermarket,"POLYGON ((8.2963208 47.585968, 8.2963596 47.5860027, 8.2964657 47.5859544, 8.2963771 47.5858694, 8.2964281 47.5858477, 8.2963395 47.585765, 8.29585 47.585389, 8.2955457 47.5855022, 8.2956018 47.5855603, 8.2955698 47.5855745, 8.2960808 47.5860837, 8.2962195 47.5860168, 8.2963208 47.585968))",yes,,,,,,Bad Zurzach,"[3881549769, 3881549795, 3881549770, 3881549771, 3881549772, 3881549786, 3881549774, 3881549776, 4988436995, 3881549777, 3881549778, 4988563603, 3881549769]",commercial,,Migros Bad Zurzach (MM),,https://filialen.migros.ch/de/migros-supermarkt-bad-zurzach,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,node/704656423,704656423,node,Schaffhausen,,56-58,8200,Bahnhofstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:30-19:30, Sa 07:30-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.6340912 47.6988386),yes,,,,,,Schaffhausen Vorstadt,,,yes,Migros Schaffhausen (MM),,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-vorstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,node/1454517274,1454517274,node,Schaffhausen,,4,8207,Stüdliackerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.6637223 47.7202328),yes,,,,,,Schaffhausen Herblinger-Markt,,,,Migros Herblinger-Markt (MMM),,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-herblinger-markt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,node/2065517375,2065517375,node,Thayngen,,30,8240,Biberstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.7066278 47.7488071),,,,,,,Thayngen,,,,Migros Thayngen,,https://filialen.migros.ch/de/migros-supermarkt-thayngen,,,,2021-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,node/2102717803,2102717803,node,Kleinandelfingen,,4,8451,Weinlandstrasse,Migros,Q680727,,,,,,Migros,,Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off,Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.6885448 47.6017772),yes,,,,,,Kleinandelfingen,,,,Migros Andelfingen,,https://filialen.migros.ch/de/migros-supermarkt-andelfingen,,,,2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,node/5965781853,5965781853,node,Stein am Rhein,CH,41,8260,Kaltenbacherstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.8529556 47.6512181),yes,,,,,,Stein am Rhein,,,,Migros Stein am Rhein,,https://filialen.migros.ch/de/migros-supermarkt-stein-am-rhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,node/6587016679,6587016679,node,Eglisau,,16,8193,Bauelenzelgstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5133669 47.5805116),,,,,,,Eglisau Nord,,,,Migros Eglisau Nord,,https://filialen.migros.ch/de/migros-supermarkt-eglisau-nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,way/167061778,167061778,way,Schaffhausen,,2,8203,Dürstlingweg,Migros,Q680727,,,,,,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:30; PH off",Genossenschaft Migros Ostschweiz,,supermarket,"POLYGON ((8.6539667 47.6992186, 8.6539571 47.6990826, 8.6542548 47.6990853, 8.6542556 47.6990983, 8.6547514 47.6990808, 8.6547631 47.6992306, 8.6547215 47.6992577, 8.6542516 47.6992741, 8.6542466 47.6992089, 8.6539667 47.6992186))",limited,,,,,,Schaffhausen Buchthalen,"[1784682889, 1784682861, 2063453548, 2063453436, 2063453541, 4064751187, 1784682908, 1784682900, 1788442023, 1784682889]",yes,,Migros Buchthalen,,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-buchthalen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,way/242351366,242351366,way,Schaffhausen,,79,8200,Hohlenbaumstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Ostschweiz,+41 52 632 05 71,supermarket,"POLYGON ((8.61958 47.706455, 8.6195911 47.7063021, 8.6201176 47.7063195, 8.6201161 47.7063394, 8.6201882 47.7063417, 8.6201799 47.7064555, 8.6200079 47.7064498, 8.6200074 47.7064561, 8.6199626 47.7064546, 8.619963 47.7064483, 8.6197987 47.7064429, 8.6197973 47.7064622, 8.61958 47.706455))",,,,,,,Schaffhausen Breite,"[2498402703, 2498402704, 9385921269, 9385921268, 2498402705, 2498402706, 9385921266, 9385921265, 9385921264, 9385921267, 2498402707, 2498402708, 2498402703]",yes,,Migros Breite,,https://filialen.migros.ch/de/migros-supermarkt-schaffhausen-breite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,way/256088165,256088165,way,Neunkirch,,4,8213,Löhningerstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-20:00; Sa 08:00-18:00; PH off,Genossenschaft Migros Ostschweiz,,supermarket,"POLYGON ((8.504196 47.6903139, 8.5042035 47.6902877, 8.5042371 47.6901707, 8.5043708 47.6901881, 8.5043763 47.6901795, 8.5044956 47.6901959, 8.5044995 47.6901832, 8.5046237 47.6902003, 8.504631 47.6901893, 8.5047591 47.690206, 8.5047618 47.6901964, 8.5048781 47.6902116, 8.5048252 47.6903958, 8.504196 47.6903139))",yes,,,,,,Neunkirch,"[2617839781, 8205742468, 2617839783, 2617839785, 2617839787, 2617839789, 2617839791, 2617839793, 2617839795, 2617839797, 2617839799, 2617839801, 2617839804, 2617839781]",yes,no,Migros Neunkirch,,https://filialen.migros.ch/de/migros-supermarkt-neunkirch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,way/282407425,282407425,way,Diessenhofen,CH,15,8253,Bahnhofstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,"POLYGON ((8.7519323 47.6861251, 8.7524599 47.6859467, 8.7524127 47.6858834, 8.7523433 47.6859069, 8.7523189 47.6858717, 8.752231 47.685898, 8.7522624 47.6859409, 8.7522328 47.6859509, 8.7522013 47.6859087, 8.7521176 47.685937, 8.7521485 47.6859785, 8.7521185 47.6859886, 8.7520888 47.6859489, 8.7520131 47.6859747, 8.7520408 47.6860193, 8.7519975 47.6860339, 8.7519641 47.6859891, 8.7518907 47.6860139, 8.7519217 47.6860555, 8.7518888 47.6860666, 8.7518863 47.6860661, 8.7519323 47.6861251))",,,,,,,Diessenhofen,"[2863178278, 2863178279, 2863178280, 2863178281, 2863178282, 2863178283, 2863178297, 2863178284, 2863178285, 2863178296, 2863178295, 2863178286, 2863178287, 2863178298, 2863178294, 2863178288, 2863178289, 2863178293, 2863178290, 2863178291, 2863178292, 2863178278]",yes,,Migros Diessenhofen,,https://filialen.migros.ch/de/migros-supermarkt-diessenhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,way/599982947,599982947,way,Beringen,,72,8222,Schaffhauserstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Fr 08:00-20:00; Sa 08:00-19:00; PH off,Genossenschaft Migros Ostschweiz,,supermarket,"POLYGON ((8.581965 47.6959824, 8.5820604 47.6955921, 8.5823678 47.695607, 8.5823507 47.6956702, 8.5826188 47.6957024, 8.5825375 47.6960511, 8.581965 47.6959824))",,,,,,,Beringen,"[5706798362, 5706798363, 5706798364, 5706798365, 5706798366, 5706798367, 5706798362]",yes,,Migros Beringen,,https://filialen.migros.ch/de/migros-supermarkt-beringen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,node/48932835,48932835,node,Zürich,,7,8004,Wengistrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-21:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.522895 47.37502),yes,,,,,,Zürich Wengihof,,,,Migros Wengihof,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,node/70656488,70656488,node,Winterthur,,102,8406,Zürcherstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 07:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.7064484 47.4918744),yes,,,,,,Winterthur Töss,,,,Migros Töss,,https://filialen.migros.ch/de/migros-supermarkt-winterthur-toess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,node/83330862,83330862,node,Zürich,CH,3,8038,Etzelstrasse,Migros,Q680727,en:Migros,,,,,Migros,,Mo-Sa 07:30-21:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5299814 47.3447487),yes,,,,,,Zürich Wollishofen,,,,Migros Wollishofen (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wollishofen,,,,2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,node/119249170,119249170,node,Zürich,CH,31-35,8001,Löwenstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 09:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5361073 47.3752549),yes,,,,,,Zürich City,,,,Migros City (MMM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-city,,,,,,,,2;3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,node/124140551,124140551,node,Stäfa,CH,18,8712,Goethestrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.7239602 47.2406357),yes,,,,,,Stäfa,,,,Migros Stäfa (MM),,https://filialen.migros.ch/de/migros-supermarkt-staefa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,node/246533376,246533376,node,Winterthur,,152,8400,Schaffhauserstrasse,Migros,Q680727,,,,,,Migros,,"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Ostschweiz,,supermarket,POINT (8.720071 47.5189532),,,,,,,Winterthur Rosenberg,,,,Migros Rosenberg (MM),,https://filialen.migros.ch/de/migros-supermarkt-winterthur-rosenberg,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,node/262400822,262400822,node,Zürich,CH,10,8002,Tessinerplatz,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 06:30-22:00; PH,Sa-Su 08:00-22:00",Genossenschaft Migros Zürich,,supermarket,POINT (8.5309446 47.3640724),,,,,,,Zürich Enge Bahnhof,,,,Migros Bahnhof Enge,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-bahnhof-enge,,,,2022-02-01,,,,,,,,,,Bahnhof Enge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,node/264065177,264065177,node,Wallisellen,CH,30,8304,Bahnhofstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 07:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5918701 47.4135249),limited,,,,,,Wallisellen,,,,Migros Wallisellen,,https://filialen.migros.ch/de/migros-supermarkt-wallisellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,node/266914642,266914642,node,Horgen,,24,8810,Alte Landstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5972571 47.2603539),yes,,,,,,Horgen Schinzenhof,,,,Migros Horgen (MM),,https://filialen.migros.ch/de/migros-supermarkt-horgen-schinzenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,node/267346993,267346993,node,Zürich,CH,152,8005,Limmatstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5314709 47.3855977),yes,,,,,,Zürich Limmatplatz,,,,Migros Limmatplatz (MMM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-limmatplatz,,,wlan,2022-10-06,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,node/269050379,269050379,node,Uster,,18,8610,Winterthurerstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.7132591 47.3544624),yes,,,,,,Uster West,,,yes,Migros Uster West,,https://filialen.migros.ch/de/migros-supermarkt-uster-west,,,,2021-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,node/270958272,270958272,node,Zürich,CH,111-113,8008,Seefeldstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5540739 47.3583667),yes,,,,,,Zürich Höschgasse,,,,Migros Höschgasse,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-hoeschgasse,,,,2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,node/271028298,271028298,node,Zürich,,19-21,8008,Falkenstrasse,Migros,Q680727,de:Migros,,,,,Migros,,"Mo-Fr 07:00-20:00, Sa 08:00-20:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.5480408 47.3656781),yes,,,,,,Zürich Stadelhofen,,,,Migros Stadelhofen,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-stadelhofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,node/271029206,271029206,node,Zürich,,20,8032,Kreuzplatz,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5538464 47.3645956),yes,,,,,,Zürich Kreuzplatz,,,,Migros Kreuzplatz (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-kreuzplatz,,,,2022-10-17,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,node/273942728,273942728,node,Zürich,CH,260,8008,Forchstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5713693 47.3576104),yes,,,,,,Zürich Burgwies,,,,Migros Burgwies,,https://filialen.migros.ch/de/migros-supermarkt-zuerich-burgwies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,node/298540226,298540226,node,Langnau am Albis,,2,8135,Hintere Grundstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off",Genossenschaft Migros Zürich,,supermarket,POINT (8.5377603 47.2913031),,,,,,,Langnau am Albis,,,,Migros Langnau a.A.,,https://filialen.migros.ch/de/migros-supermarkt-langnau-a-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,node/298540370,298540370,node,Thalwil,,130,8800,Alte Landstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 07:30-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.5639941 47.2942957),,,,,,,Thalwil,,,,Migros Thalwil (MM),,https://filialen.migros.ch/de/migros-supermarkt-thalwil,,,,2021-10-30,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,node/300332412,300332412,node,Fällanden,,2,8117,Unterdorfstrasse,Migros,Q680727,en:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.6410653 47.3738098),yes,,,,,,Fällanden,,,,Migros Fällanden,,https://filialen.migros.ch/de/migros-supermarkt-faellanden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,node/301656130,301656130,node,Pfäffikon ZH,CH,9,8330,Turmstrasse,Migros,Q680727,,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,+41 43 288 63 11,supermarket,POINT (8.7809413 47.3685372),yes,,,,,,Pfäffikon ZH,,,,Migros Pfäffikon ZH (MM),,https://filialen.migros.ch/de/migros-supermarkt-pfaeffikon-zh,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,node/303310841,303310841,node,Bauma,,10,8494,Heinrich Gujerstrasse,Migros,Q680727,de:Migros,migros_bank;postfinance_card,no,no,checkout,Migros,,"Mo-Fr 08:00-20:00, Sa 08:00-19:00; PH off",Genossenschaft Migros Ostschweiz,+41-52-3965411,supermarket,POINT (8.8775826 47.3679847),yes,,,,,,Bauma,,,,Migros Bauma,,https://filialen.migros.ch/de/migros-supermarkt-bauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,node/310133197,310133197,node,Zürich,CH,470,8052,Schaffhauserstrasse,Migros,Q680727,de:Migros,,,,,Migros,,Mo-Sa 08:00-20:00; PH off,Genossenschaft Migros Zürich,,supermarket,POINT (8.548286 47.4195222),yes,,,,,,Zürich Seebach,,,,Migros Seebach (MM),,https://filialen.migros.ch/de/migros-supermarkt-zuerich-seebach,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
