,unique_id,osmid,element_type,cash_withdrawal,cash_withdrawal:fee,cash_withdrawal:purchase_required,cash_withdrawal:type,name,shop,geometry,brand,brand:wikidata,brand:wikipedia,addr:city,addr:country,addr:postcode,addr:street,opening_hours,toilets:wheelchair,wheelchair,operator,name:it,addr:suburb,contact:phone,nodes,addr:housenumber,branch,building,addr:housename,website,phone,bus,highway,public_transport,alt_name,check_date:opening_hours,organic,level,opening_hours:covid19,post_box:location,source,payment:twint,kids_area,internet_access,internet_access:fee,building:levels,delivery:covid19,indoor,room,name:de,access,amenity,fee,layer,parking,ele,diet:halal,diet:kosher,payment:cash,payment:debit_cards,payment:coins,payment:credit_cards,description,emergency,emergency:phone,fixme,addr:place,capacity:disabled,lit,maxheight,surface,covered,supervised,source:addr,landuse,building:part,payment:maestro,payment:mastercard,payment:visa,contact:addr:full,internet_access:ssid,disused:shop,contact:website,recycling:batteries,wheelchair:description,contact:addr,operator:wikidata,addr:full,opening_hours:url,post_office,post_office:letter_from,post_office:parcel_from,post_office:parcel_pickup,post_office:parcel_to,self_service,contact:city,contact:housenumber,contact:postcode,contact:street,addr:floor,check_date,payment:american_express,payment:contactless,payment:diners_club,payment:jcb,payment:postfinance_card,roof:levels,nat_name,url,recycling:electrical_appliances,smoking,capacity,changing_table,changing_table:location,addr:street:fr,dog,official_name,takeaway,man_made,surveillance,level:ref,recycling:cans,recycling:clothes,recycling:glass,recycling:paper,recycling:pe,recycling:pet,dogs,post_office:brand,atm,contact:facebook,contact:instagram,contact:linkedin,contact:pinterest,contact:twitter,contact:youtube,note,payment:visa_debit,fax,indoor_seating,outdoor_seating,opening_date,copyright,oa:imported_by,oa:lat,oa:lon,oa:version
79,node/2896643846,2896643846,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.9281581 47.1371274),Migros,Q680727,de:Migros,Zell,CH,6144,Zelgmatte,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,2,Zell LU,,,https://filialen.migros.ch/de/migros-supermarkt-zell,+41 41 989 70 40 / +41 41 988 20 88,,,,Migros Zell LU,,,,,,migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,node/3148801527,3148801527,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.3549116 46.9654611),Migros,Q680727,de:Migros,Stans,,6370,Bitzistrasse,"Mo-Fr 09:00-20:00, Sa 08:00-18:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,2,Stans Länderpark,,,https://filialen.migros.ch/de/migros-supermarkt-stans-laenderpark,,,,,Migros Länderpark (MMM),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,node/3902835036,3902835036,node,,,,,Migros,supermarket,POINT (8.2826546 47.0337643),Migros,Q680727,en:Migros,Kriens,,6010,Luzernerstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,30,Kriens Hofmatt,,,https://filialen.migros.ch/de/migros-supermarkt-kriens-hofmatt,,,,,Migros Kriens (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,node/4062279173,4062279173,node,migros_bank;postfinance_card,,,,Migros,supermarket,POINT (8.2497249 47.1269137),Migros,Q680727,de:Migros,,,,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,,Rain,,,https://filialen.migros.ch/de/migros-supermarkt-rain,,,,,Migros Rain,,,,same,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,node/4931591722,4931591722,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.3077943 47.0612692),Migros,Q680727,de:Migros,Luzern,,6004,Friedentalstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,6,Luzern Schlossberg,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-schlossberg,,,,,Migros Schlossberg,2021-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,node/5602979356,5602979356,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.3435784 47.0550399),Migros,Q680727,en:Migros,,,,Würzenbachstrasse,Mo-Th 10:00-18:30; Fr 10:00-20:00; Sa 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,node/6088196574,6088196574,node,,,,,Migros,supermarket,POINT (8.262399 47.0490532),Migros,Q680727,de:Migros,Luzern,,6014,Luzernerstrasse,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,143,Littau Grossmatte,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-grossmatte,,,,,Migros Littau Grossmatte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,node/6750927182,6750927182,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (8.3009461 47.0276194),Migros,Q680727,en:Migros,Kriens,,6010,Am Mattenhof,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,2,Kriens Mattenhof,,,https://filialen.migros.ch/de/migros-supermarkt-kriens-mattenhof,,,,,Migros Kriens Mattenhof,2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,node/7390289540,7390289540,node,,,,,Migros,supermarket,POINT (8.3575307 47.0936014),Migros,Q680727,en:Migros,Ebikon,,6030,Ebisquare-Strasse,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,1,Ebikon Mall of Switzerland,,,https://filialen.migros.ch/de/migros-supermarkt-ebikon-mall-of-switzerland,,,,,Migros Ebikon Mall (MMM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,node/7390289541,7390289541,node,,,,,Migros,supermarket,POINT (8.3410776 47.0813405),Migros,Q680727,de:Migros,Ebikon,,6030,Zentralstrasse,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 08:00-17:00; PH off",,yes,Genossenschaft Migros Luzern,,,,,16,Ebikon Ladengasse,,,https://filialen.migros.ch/de/migros-supermarkt-ebikon-ladengasse,,,,,Migros Ebikon (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,node/7637818880,7637818880,node,,,,,Migros,,POINT (8.44121 47.0834866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kundendienst,defibrillator,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,node/7714149411,7714149411,node,,,,,Migros,supermarket,POINT (8.1802551 47.0374195),Migros,Q680727,de:Migros,Malters,,6102,Weihermatte,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off",,,Genossenschaft Migros Luzern,,,,,7,Malters,,,https://filialen.migros.ch/de/migros-supermarkt-malters-2,,,,,Migros Malters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Genaue Lage?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,node/10212561008,10212561008,node,,,,,Migros,supermarket,POINT (8.4272073 47.1751463),Migros,Q680727,,,,6331,Maihölzli,Mo-Fr 07:30-19:00; Sa 07:30-17:00; PH off,,,,,,,,5,,,,https://filialen.migros.ch/de/migros-supermarkt-huenenberg-dorf,+41 41 725 32 50,,,,Migros Hünenberg Dorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,way/87220776,87220776,way,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((8.3096603 47.0544041, 8.3100758 47.0545668, 8.3097429 47.0549515, 8.3095612 47.054851, 8.3093527 47.0547357, 8.3096603 47.0544041))",Migros,Q680727,de:Migros,Luzern,,6004,Hertensteinstrasse,Mo-Fr 08:00-19:00; Th 08:00-21:00; Sa 08:00-17:00; PH off,,yes,Genossenschaft Migros Luzern,,,,"[1014207331, 1014205180, 1014206139, 1553431911, 1014205856, 1014207331]",9,Luzern Schweizerhof,commercial,,https://filialen.migros.ch/de/migros-supermarkt-luzern-schweizerhof,,,,,Migros Schweizerhof (MM),,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,way/232877652,232877652,way,,,,,Migros,supermarket,"POLYGON ((7.9811115 47.1836118, 7.9815181 47.1833372, 7.9817335 47.1834845, 7.9817067 47.1835025, 7.9818075 47.1835714, 7.9815476 47.1837469, 7.9814473 47.1836783, 7.9813272 47.1837594, 7.9811115 47.1836118))",Migros,Q680727,en:Migros,Egolzwil,,6243,,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off",,,Genossenschaft Migros Luzern,,,,"[94635655, 2411875993, 9030247705, 9030247706, 2411875998, 2411876001, 2411876000, 2411876002, 94635655]",,Egolzwil-Schöltz,yes,,https://filialen.migros.ch/de/migros-supermarkt-egolzwil-schoetz,,,,,Migros Egolzwil-Schöltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grossmatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,way/379342427,379342427,way,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((8.3091514 47.0507673, 8.3091402 47.0508571, 8.309313 47.0508664, 8.309421 47.0508711, 8.3094303 47.0507397, 8.3092337 47.0506583, 8.3091514 47.0507673))",Migros,Q680727,de:Migros,Luzern,,6003,,"Mo-Sa 06:00-22:00, Su 07:00-22:00",,,Genossenschaft Migros Luzern,,,,"[3810146561, 3826363461, 3826363460, 3826408898, 3826408897, 3826408894, 3810146561]",,Luzern Bahnhof,,,https://filialen.migros.ch/de/migros-supermarkt-luzern-bahnhof,,,,,Migros Luzern Bahnhof,2022-06-16,,-1,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,node/2470508407,2470508407,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.7481937 46.0217606),,,,Zermatt,,3920,Hofmattstrasse,Mo-Su 08:00-19:00,,limited,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,node/6421996551,6421996551,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.926216 46.1075139),Migros,Q680727,en:Migros,,,,,"Sa 08:00-17:00; Mo-Fr 08:00-12:30, 14:00-18:30",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,node/7815228085,7815228085,node,,,,,Migros,supermarket,POINT (7.7760828 46.0676146),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,node/355287954,355287954,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.4729474 46.3092958),Migros,Q680727,,,,3963,Route du Rawyl,,,,,,,,,32,,,,https://www.migros.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,node/357276931,357276931,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.745207 46.3146795),Migros,Q680727,en:Migros,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,node/357299653,357299653,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.8798336 46.2931375),Migros,Q680727,en:Migros,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,node/454026916,454026916,node,,,,,Migros,supermarket,POINT (7.8704241 46.2331415),Migros,Q680727,en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,node/886099069,886099069,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6414568 46.3112491),Migros,Q680727,en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,node/1361216176,1361216176,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6263508 46.3790635),Migros,Q680727,en:Migros,,,,,Mo-Su 08:00-18:30,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,node/3305602358,3305602358,node,,,,,Migros,supermarket,POINT (7.4954526 46.2611357),Migros,Q680727,en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,way/36917534,36917534,way,,,,,Migros,,"POLYGON ((7.8796376 46.2908278, 7.8798086 46.2908402, 7.8801864 46.2908737, 7.8800947 46.2910661, 7.8800274 46.291051, 7.8799408 46.2912348, 7.8798981 46.2913355, 7.8798688 46.2914008, 7.8796795 46.2918191, 7.8794455 46.2918026, 7.8796376 46.2908278))",,,,,,,,,,,,,,,"[429340382, 429340389, 429340383, 3439690052, 3439690051, 429340384, 429340388, 429340385, 429340386, 429340387, 429340382]",,,,,,,,,,,,,,,,,,,,,,,,,,,parking,yes,1,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,way/96421886,96421886,way,,,,,Migros,supermarket,"POLYGON ((7.5142471 46.2815178, 7.5139889 46.2819065, 7.5136146 46.2817623, 7.513647 46.281712, 7.5133357 46.2816104, 7.5133086 46.2816467, 7.5129316 46.2815029, 7.5130129 46.2813755, 7.5131531 46.2811691, 7.5135428 46.2812907, 7.5135377 46.2813008, 7.5138613 46.2814031, 7.5138654 46.2813955, 7.5139629 46.2814269, 7.5142471 46.2815178))",Migros,Q680727,en:Migros,,,3960,Route des Lacustres,Mo-Th 09:00-18:30; Fr 09:00-20:00; Sa 09:00-17:00,,,,,,,"[1117374201, 1117374194, 9426201581, 9426201580, 9426201579, 9426201578, 1117374137, 9426201576, 1117374066, 9426201577, 9426201582, 9426201584, 9426201583, 5996726864, 1117374201]",,Rossfeld,supermarket,,https://www.migros.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,way/238448799,238448799,way,postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((7.528944 46.2920572, 7.5288788 46.2921858, 7.5289821 46.2922108, 7.5288615 46.2924488, 7.5292753 46.292549, 7.5292847 46.2925305, 7.5293908 46.2923211, 7.5293801 46.2923185, 7.5294443 46.292192, 7.5294504 46.2921798, 7.528944 46.2920572))",Migros,Q680727,en:Migros,,,3960,Avenue du Général Guisan,,,,,,,,"[2462836608, 2462836602, 3280885431, 3280885429, 2462836603, 3280885490, 2462836605, 2462836606, 3280885488, 2462836601, 2462836608]",32,,yes,,https://www.migros.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,node/279917753,279917753,node,,,,,Migros,,POINT (7.8524203 46.6813031),,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,parking_entrance,yes,,underground,,,,,,,,,,,,,yes,yes,2.25,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,node/317466812,317466812,node,migros_bank;postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.5601521 46.873158),Migros,Q680727,de:Migros,Münsingen,CH,3110,Bahnhofplatz,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off",,yes,Genossenschaft Migros Aare,,,,,5,Münsingen,,,https://filialen.migros.ch/de/migros-supermarkt-muensingen,,,,,Migros Münsingen (MM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,node/366031755,366031755,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6816337 46.685805),Migros,Q680727,en:Migros,,,,,,yes,yes,Migros,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,node/457957876,457957876,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6338985 46.7810635),Migros,Q680727,en:Migros,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,node/1742799977,1742799977,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6048754 46.7438065),Migros,Q680727,en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,node/2981397433,2981397433,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.6488113 46.5856028),Migros,Q680727,en:Migros,,,,,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 08:00-17:00,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,node/3194788682,3194788682,node,,,,,Migros,,POINT (7.5606396 46.873312),,,,,,,,"08:30-12:30,15:30-20:00",,,Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,parking_entrance,yes,,underground,,,,,,,,,,,,,,yes,2.2,asphalt,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,node/5806866172,5806866172,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.658392 46.735484),,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,node/6109510017,6109510017,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.8523151 46.6816129),Migros,Q680727,en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,node/9073397213,9073397213,node,,,,,Migros,supermarket,POINT (7.8676262 46.6733163),Migros,Q680727,en:Migros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,node/9179980966,9179980966,node,postfinance_card,no,no,checkout,Migros,supermarket,POINT (7.573237 46.7743459),Migros,Q680727,en:Migros,Uetendorf,CH,3661,Dorfstrasse,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,Gebäudeadressen des Kantons Bern © Amt für Geoinformation des Kantons Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,way/33993868,33993868,way,,,,,Migros,,"POLYGON ((7.62072 46.8758256, 7.6207459 46.8758738, 7.6207828 46.8759036, 7.6208405 46.8759233, 7.6209638 46.8759334, 7.6212508 46.8759407, 7.6214124 46.8759347, 7.6215527 46.8759197, 7.6216125 46.875894, 7.6216241 46.8758684, 7.6216058 46.8756845, 7.6214843 46.8750805, 7.6206948 46.8751546, 7.6207049 46.8754248, 7.62072 46.8758256))",,,,,,,,,,,,,,,"[389385052, 4694358140, 4694358139, 4694358141, 4694358142, 4694358138, 4694358137, 389385053, 389385054, 389385055, 389385056, 389385057, 389385058, 6388919101, 389385052]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,way/88081582,88081582,way,postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((7.6452937 46.745225, 7.6452818 46.7452322, 7.6452071 46.7451736, 7.6454773 46.7450117, 7.645552 46.7450703, 7.6453948 46.7451645, 7.6454296 46.7451918, 7.6453788 46.7452222, 7.6453174 46.7452435, 7.6452937 46.745225))",,,,Hünibach,CH,3626,Staatsstrasse,,,,,,,,"[6255830663, 1023607623, 1023607903, 1023607690, 1023608014, 6255830662, 6255830683, 6255830681, 6255830680, 6255830663]",134,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,way/216668196,216668196,way,postfinance_card,no,no,checkout,Migros,supermarket,"POLYGON ((7.6258228 46.7451901, 7.6262091 46.7452719, 7.6264755 46.7452931, 7.6264955 46.7451692, 7.6265186 46.7451709, 7.6265214 46.7451532, 7.6265241 46.7451355, 7.6265013 46.7451336, 7.626528 46.7449681, 7.626336 46.7449522, 7.6263365 46.7449421, 7.6259026 46.7448518, 7.6258746 46.7449148, 7.6259435 46.7449286, 7.6258228 46.7451901))",Migros,Q680727,en:Migros,,,,Frutigenstrasse,Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00,,yes,,,,,"[2260606123, 5661889777, 2260606021, 5661889774, 5661889773, 6668583443, 5661889772, 5661889775, 2260606166, 2260606404, 5661889776, 2260606270, 2260606395, 2260606174, 2260606123]",60,,supermarket,,,,,,,,,,,,,https://geodienste.ch/,,,wlan,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,way/228286681,228286681,way,,,,,Migros,,"POLYGON ((7.6452798 46.7453541, 7.645091 46.7451446, 7.6452463 46.745049, 7.645642 46.7448261, 7.6457769 46.744869, 7.6458491 46.7449492, 7.6458834 46.7449858, 7.6458178 46.7450242, 7.6457977 46.7450082, 7.6457569 46.7450323, 7.645777 46.7450483, 7.6457609 46.7450591, 7.6457393 46.7450424, 7.6456656 46.7450871, 7.6456872 46.7451038, 7.6452798 46.7453541))",,,,,,,,,,,,,,,"[2369450009, 2369450005, 6267850483, 2369450006, 6267850482, 2606993543, 2369450007, 1023607633, 6255830839, 6255830838, 1023608042, 6255830665, 6255830664, 6255830841, 6255830840, 2369450009]",,,,,,,,,,,,,,,,,,,,,,,,,,customers,parking,yes,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
